sample_id,group_id,split_role,variant_id,intended_temperature_bin,realized_temperature_bin,package_total_power_W,top_h_W_m2K,bottom_h_W_m2K,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,projected_peak_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,support_coordinate_sha256,layout_hash,solve_and_write_seconds
rb_g000_v0,rb_g000,valid,v0,0,0,1.8000000000000003,333.33,333.33,46.126951274215855,33.85055010991175,35.107474421662765,46.0801953826645,0.7699695210576798,0.23003047908698196,-1.4466178255290172e-10,7.622178846274402e-11,1194,78e3f01870ce26eebfbabce3af7ed80c20696b9413a0f87307cf2cb49426863d,fa9fa33ddb2cc0515c137572aedaef4f7732e80af28bd3fd00dcf13da212e9da,1.5445098130148835
rb_g000_v1,rb_g000,valid,v1,0,0,2.4999999999999996,500.0,333.33,46.73899737539938,34.03080059883575,35.28887348777021,46.64544362892491,0.8332446285199493,0.1667553715892125,-1.0916181292230933e-10,7.71598445562521e-11,1143,78e3f01870ce26eebfbabce3af7ed80c20696b9413a0f87307cf2cb49426863d,fa9fa33ddb2cc0515c137572aedaef4f7732e80af28bd3fd00dcf13da212e9da,1.478755429998273
rb_g000_v2,rb_g000,valid,v2,1,1,6.999999999999998,1000.0,333.33,78.43974893030264,52.429268005984625,54.34971756200717,78.39454543860859,0.9078290330898731,0.09217096694740809,-3.728119400493923e-11,8.867472669275012e-11,1174,78e3f01870ce26eebfbabce3af7ed80c20696b9413a0f87307cf2cb49426863d,fa9fa33ddb2cc0515c137572aedaef4f7732e80af28bd3fd00dcf13da212e9da,1.46904009199352
rb_g000_v3,rb_g000,valid,v3,1,1,6.999999999999998,1000.0,500.0,78.11384466204254,50.55496193259353,52.95279233527732,78.06751825219453,0.8987494365775962,0.10125056345979862,-3.7394849122002995e-11,9.00720115857126e-11,1175,78e3f01870ce26eebfbabce3af7ed80c20696b9413a0f87307cf2cb49426863d,fa9fa33ddb2cc0515c137572aedaef4f7732e80af28bd3fd00dcf13da212e9da,1.6384603379992768
rb_g000_v4,rb_g000,valid,v4,2,2,16.5,2050.0,500.0,111.04452453966127,62.48268155153313,65.4432441727426,110.94247502347412,0.9464041038726654,0.05359589614413268,-1.67980915372909e-11,1.192062973085569e-10,1168,78e3f01870ce26eebfbabce3af7ed80c20696b9413a0f87307cf2cb49426863d,fa9fa33ddb2cc0515c137572aedaef4f7732e80af28bd3fd00dcf13da212e9da,1.4886427790042944
rb_g000_v5,rb_g000,valid,v5,2,2,17.0,2050.0,1000.0,111.4298766539601,61.795411722622866,65.72657030163458,111.32068181626755,0.9402180399099886,0.05978196010697062,-1.69592314048326e-11,1.1657603347874898e-10,1167,78e3f01870ce26eebfbabce3af7ed80c20696b9413a0f87307cf2cb49426863d,fa9fa33ddb2cc0515c137572aedaef4f7732e80af28bd3fd00dcf13da212e9da,1.5394863569817971
rb_g000_v6,rb_g000,valid,v6,3,3,24.999999999999993,2500.0,1000.0,143.9962529915104,75.90541342998974,80.74804413489291,143.83233126421334,0.9498721877645435,0.05012781224719326,-1.1736798199990521e-11,1.1076859193790246e-10,1171,78e3f01870ce26eebfbabce3af7ed80c20696b9413a0f87307cf2cb49426863d,fa9fa33ddb2cc0515c137572aedaef4f7732e80af28bd3fd00dcf13da212e9da,1.543244396976661
rb_g000_v7,rb_g000,valid,v7,3,3,24.999999999999993,2500.0,1000.0,143.82796539387692,75.90652314324079,80.74792884528154,143.6650366204209,0.9498714155389493,0.050128584473466534,-1.2415810601851267e-11,1.1100637775784686e-10,1170,78e3f01870ce26eebfbabce3af7ed80c20696b9413a0f87307cf2cb49426863d,fa9fa33ddb2cc0515c137572aedaef4f7732e80af28bd3fd00dcf13da212e9da,1.553322587016737
rb_g001_v0,rb_g001,train,v0,0,0,1.8000000000000003,333.33,333.33,46.222991016200865,33.83207340937924,35.09144609717748,46.22265838627925,0.770208422721644,0.22979157742346712,-1.451111144825903e-10,7.63577341983511e-11,1185,aa53d971f65f325e8b7ab250b179ef5d310a6ef155eef674d30c4bc942aba0f9,0351666a3017ea503704355fecf48b75a51f0e48117fba53b5ce1289e2c46c0e,1.5932210340106394
rb_g001_v1,rb_g001,train,v1,0,0,2.5,500.0,333.33,48.115268999932994,34.00159074345044,35.263106789599945,48.115268999932994,0.8334989989553151,0.16650100115136296,-1.066780219716179e-10,7.90815618141683e-11,1197,aa53d971f65f325e8b7ab250b179ef5d310a6ef155eef674d30c4bc942aba0f9,0351666a3017ea503704355fecf48b75a51f0e48117fba53b5ce1289e2c46c0e,1.5521811459911987
