layer_id,background_kx_W_mK,background_ky_W_mK,background_kz_W_mK,sampling_latent,distribution,sample_id
pcb_fr4_equivalent,0.7265014844171348,0.7265014844171348,0.2724380566564255,0.2840600796043873,correlated_log_uniform_axes,v6p1i11_0000
bt_substrate_with_vias,0.20808867895838207,0.20808867895838207,0.5098172634480361,0.5888373497873545,correlated_log_uniform_axes,v6p1i11_0000
silicon_interposer_tsv_0p1,134.34606696479023,134.34606696479023,136.7370781255886,0.47820223215967417,correlated_linear_axes,v6p1i11_0000
bump_underfill_under_interposer,0.5955685217492378,0.5955685217492378,4.863809594285441,0.4833891522139311,correlated_log_uniform_axes,v6p1i11_0000
silicon_die_lower,124.42026776261628,124.42026776261628,124.42026776261628,0.48840535525232553,isotropic_linear,v6p1i11_0000
tim_between_dies,1.5130351398789421,1.5130351398789421,1.5130351398789421,0.07454293966293335,isotropic_log_uniform,v6p1i11_0000
silicon_die_upper,120.63336963765323,120.63336963765323,120.63336963765323,0.41266739275306463,isotropic_linear,v6p1i11_0000
tim_to_spreader,2.6523017698674445,2.6523017698674445,2.6523017698674445,0.39905145671218634,isotropic_log_uniform,v6p1i11_0000
spreader,393.24678145814687,393.24678145814687,393.24678145814687,0.5497854305431247,isotropic_linear,v6p1i11_0000
pcb_fr4_equivalent,0.9281134232474505,0.9281134232474505,0.3480425337177939,0.8328400487080216,correlated_log_uniform_axes,v6p1i11_0001
bt_substrate_with_vias,0.17361982887438848,0.17361982887438848,0.42536858074225187,0.18305302038788795,correlated_log_uniform_axes,v6p1i11_0001
silicon_interposer_tsv_0p1,136.5470730420202,136.5470730420202,139.30491854902357,0.5515691014006734,correlated_linear_axes,v6p1i11_0001
bump_underfill_under_interposer,0.6662997365408545,0.6662997365408545,5.441447848416978,0.7348487516865134,correlated_log_uniform_axes,v6p1i11_0001
silicon_die_lower,139.2879812978208,139.2879812978208,139.2879812978208,0.7857596259564161,isotropic_linear,v6p1i11_0001
tim_between_dies,3.3083079528971955,3.3083079528971955,3.3083079528971955,0.5268227085471153,isotropic_log_uniform,v6p1i11_0001
silicon_die_upper,138.56297079473734,138.56297079473734,138.56297079473734,0.7712594158947468,isotropic_linear,v6p1i11_0001
tim_to_spreader,7.158123341519378,7.158123341519378,7.158123341519378,0.9730273876339197,isotropic_log_uniform,v6p1i11_0001
spreader,389.2635401384905,389.2635401384905,389.2635401384905,0.28423600923269987,isotropic_linear,v6p1i11_0001
pcb_fr4_equivalent,0.8764898543629387,0.8764898543629387,0.328683695386102,0.7046068571507931,correlated_log_uniform_axes,v6p1i11_0002
bt_substrate_with_vias,0.24387402758639712,0.24387402758639712,0.5974913675866729,0.9444099860265851,correlated_log_uniform_axes,v6p1i11_0002
