sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i12_0000,valid_iid,0,5.479702243469801,0.17058982327580452,981.8001346492742,87.63123222466973,8,4,1.361618041992187e-09,4146748083.1001873,5711118152.50805,206.24267027773976,58.90471803731816,48.31721140034975,48.68460622323576,0.9441397360420742,0.05586026395061304,7.31269490013834e-12,9.769713608328973e-11,1540,8,e66bf5015f1ef10672e64042fedfee4811682162f5d175e87b9174328fed4500,7bc165a63c51e0219821c3f59a593e5d095eddbf6207fb617a3dbf3a40e756f3
v6p1i12_0001,train,1,11.969689339599771,0.9798305667936802,862.7172705322954,30.23316281112707,6,7,1.3507843017578114e-09,9207912483.732136,12340463868.281897,163.88628054193626,153.52784000858605,130.7922126542018,131.01906525503492,0.9714191627314921,0.02858083727219357,-3.685702196043798e-12,8.932875884287484e-11,1552,8,92d389fca753c6c39a1ac951feab85942281603abc1789195b07619f1717b257,f9172bcd2573987a41e751520e3e2bfa339341f7690299f3c48092e62c6a5a7b
v6p1i12_0002,train,2,6.3060256973077475,0.6373588535934687,660.5905657474731,59.98581481700631,9,8,1.3903045654296862e-09,4529061300.384432,6855293452.289017,144.56920388453702,100.15848490756866,82.5457457442911,83.12293236078354,0.94298200850151,0.057017991502090595,-3.6006044430187147e-12,8.919204855255388e-11,1510,7,c59fb6890f45cc46f40e5805ff843aee420ce8e731684014f5c7b5f2a6e14534,dd5c824f5f81b10970db4c7d44041f78f4a7e9ba773f55fb23d1ba5d2da1d1fb
v6p1i12_0003,test_iid,3,10.312667619491016,0.44659569300711155,1296.762899780766,179.01155749821476,3,7,5.052185058593748e-10,20371838002.228626,23436775019.82685,119.30146977700882,103.72592581000555,65.64977271224524,66.9315428759037,0.9381018688619812,0.061898131150341165,-1.2322430169197046e-11,1.0342984344444861e-10,1615,11,cb18d22424c4f2974026863f936448a9d2b73688e7c50013fede8533a738829b,13022091b56df254c0c8677fbaffb546c63a90e521ec9ffe894a9cc8b8497ecf
v6p1i12_0004,train,4,4.883685104003618,0.35499079525470734,696.8625772797373,45.77955729928663,5,2,9.407043457031245e-10,5234620516.711693,6951774405.153897,23.13890842398447,74.4183898762688,62.85445594474387,63.07348859265222,0.9520637470035951,0.047936252986952636,9.452269474109803e-12,8.550147195218586e-11,1433,24,a52df85b747a8adf53bc9c2349281d6f2d87e0836ef3d756b25cba9a015343dc,f629e76ee9272fad7c80c26583bdd32b954fa8106d3cb2404ac50f1269cef365
v6p1i12_0005,train,5,9.27142015642827,0.5453685522079468,1061.1341211577603,136.61679412262345,7,5,1.3983154296874985e-09,6676654451.950017,8182763518.052491,154.64667921964332,99.77405007682557,73.12671907077639,74.32726111098796,0.9386803236402015,0.061319676362084206,-2.2856433621158908e-12,9.375103300508602e-11,1673,10,f5f482638e6ecc651e9f29749dc50131d0de642e3b2a437497f34e57afe5c081,25202875cc68d7574e3c09c450c7c4682d79704662f4568756dc07dd6a40a189
v6p1i12_0006,valid_iid,6,12.021959448981278,0.8218169342726469,1388.9705064704756,64.56872369644167,4,5,6.842041015625e-10,16985394731.402521,21093549850.42347,112.88164615526685,114.99865677709823,79.46945692949568,79.95389992946014,0.9679559879034393,0.03204401211291667,-1.6355961983352387e-11,1.0377816885705559e-10,1577,17,6baf3bf8d6a2a47c2bfd8ddef042f193712208e1a9fb0dc1693b492828a7c768,835fe27ed7b47ce778418ee9067f84a558d7e9d42c2024f424cf75f3503d4cd7
v6p1i12_0007,train,7,2.4079704021028783,0.012198654934763908,528.8058760735346,22.276494954751065,10,3,1.919555664062499e-09,1248006345.6727214,1685168418.5233693,87.29807949598653,46.14793441981061,42.85258767088627,42.88410547384039,0.9639046662047487,0.03609533382713715,-3.188586579091112e-11,8.320171940111377e-11,1475,12,f6d61829e6b8d696dc553403e599cb9dfb10f2249140817beeaa80c585af810c,59ce4e4f48b8c1972cdd9f2343368148861367818ad453ccedb90fc10d4da264
v6p1i12_0008,train,8,7.080837772889148,0.19650991074740887,1274.9199765825294,23.5509542927443,4,3,8.176422119140619e-10,8601504882.387854,10223821045.372643,56.84791557812971,64.77117834586318,53.21130906243573,53.272310283648444,0.9840298397904137,0.01597016020361536,5.970909479223799e-12,9.368966133061652e-11,1364,20,94e0f89350b968823f07b4dd316dfdc35adee8e78f6cf93661643847a7bd6bfc,8e6d33f36d6d6c8aac8fa13fd64b109b00cc358c3189609a4235dc8ec2941cab
v6p1i12_0009,valid_iid,9,6.395656371153645,0.887505678460002,585.0034303691217,81.07003471559678,10,8,1.941680908203124e-09,3316367365.4131994,4175943246.0102415,89.56274530064961,110.66330079570724,92.2925598238039,92.98591800992948,0.9169046757396899,0.08309532425030376,1.0006344494777233e-11,8.661751776450606e-11,1715,8,d9fe908441f54c3fdad72858d3cb743f4b8ee9c874e6af2450e7467ae685ba28,a8cd569b847af773ede489e91f019c497886136003334aaff2392d463622d347
