sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1if1_0000,train,0,7.4098086782873125,0.6289167925715446,855.0850808455167,49.82626782871546,3,3,7.855224609374996e-10,9441836264.549414,10709917816.6778,113.78461350755119,98.549824796319,77.77073861109918,78.18616235653035,0.9601104416379341,0.03988955837953738,-1.747155588980923e-11,8.992921584575497e-11,1537,26,f927d4f5e14586e2751440bb341894c26236a53741aa71e5d8f5945feda42b01,dbd442e7816e3b03af2d27faf6698dee842b8e7927ce0c617d6bee3ac0e92636
v6p1if1_0001,test_iid,1,4.640977112634815,0.020784668624401093,1131.9605307492373,63.49981733414949,9,6,1.4006805419921864e-09,3328008123.9487076,4702389608.329003,262.057995647839,45.08120074587788,37.1260724086814,37.30618870028503,0.9611320105017775,0.03886798955848061,-6.02581601720765e-11,9.736775420072934e-11,1520,8,9d45a2947ba58d0f78cc373fe8636fc1f6aea3b25a2110b31e1c6c30d62cc949,89864cb61bc1cfbede01ed5928dd57347b64b95b918c16c7d9ecfd6c2cc9a34f
v6p1if1_0002,train,2,5.581038291975882,0.27499968372285366,1220.1035276189116,117.71948811334867,5,6,9.917449951171872e-10,5486288016.490371,7202097820.06543,228.97504552245445,55.27143270900012,39.398818045657805,39.85311714562605,0.9451865782895016,0.054813421688011975,2.2486477119924742e-11,9.863226768929462e-11,1641,18,b72bb5e9cd0472fbae01697d17231a74e3a852fdecc18d472731c6469efaca9a,24cf38c8fccccdd0ba303e6ede308c0836fcc6ffd806640c5cf99cf327d52a5d
v6p1if1_0003,valid_iid,3,7.977747186952668,0.8836205657571554,503.6403686223479,26.697341120192817,7,6,1.274642944335937e-09,6319947630.376661,8683694976.773834,87.14000488768336,160.74940641348866,146.52729110040278,146.71737420688797,0.9568713934052383,0.04312860659483545,-7.378527219049494e-14,8.750704181621359e-11,1552,14,9ee3be47b9f65e7a75d4f585f53bb7c7f11d84829d541a5b3260a09c325227d0,39189674d27ed5db163ac1cb237692041942fb7f576597160886041889380086
v6p1if1_0004,train,4,6.637268663728572,0.8534741066396236,950.3361521719463,164.07365731820627,10,8,1.774826049804686e-09,3734227695.343005,5421130886.286702,94.15883326020989,72.48347701769978,56.34043340686502,57.48228604484677,0.9263981847081387,0.07360181528629166,5.569608057401535e-12,9.439841998423821e-11,1639,11,8566d861ee1b467484cb41091f2ff60ae7e93f1e7f3fc03343084deb89b8f8c0,77ad3706ab37ebd31e87f12f952806bbee4a1748510478737ee59ee7c88de949
v6p1if1_0005,train,5,9.07604786807526,0.4929172657430172,695.3634200395869,22.469797009628707,4,7,6.805419921874999e-10,13202219689.971233,16368085451.6563,250.96322081024633,145.9533302448014,123.8806541237014,123.97922430155441,0.9720822405695007,0.027917759411480565,1.901879931523901e-11,9.30163890966731e-11,1476,11,78d376a6c583ed4b2228fb22ee204a556fcacbd2916f18d6e588453d794eed25,75d71bcb7de8b95f6821d3d0279b3fc6241941eb6ac1fc3b294aac788070031f
v6p1if1_0006,train,6,3.7884105093031106,0.23870220966637135,665.976838481406,38.76402789596483,8,3,1.5307617187499992e-09,2500786792.1874022,3360382219.069623,112.56401532415826,58.278949983457665,51.55567646215718,51.68507060732142,0.955583349545583,0.04441665040430486,5.011217764416479e-11,7.34560122561079e-11,1319,14,07cfb74c76bfa88050d65b717badc73635d2ccb30daf2fdd6b894aaa77174b2e,f611c8920785f0a641c91e4f225cbf3f1fc0a8f85a2206d6fe454c7607602385
v6p1if1_0007,train,7,14.34149084424095,0.5987702924758196,1562.9797932235808,94.47017321379815,6,2,1.102600097656249e-09,12971463863.831163,17839133307.302944,160.8347730339278,124.97122052040771,83.22231294982028,84.04953916909336,0.9633338911670989,0.03666610884784553,-1.4944370876690495e-11,1.163387203754552e-10,1695,22,233068539d5869bfcf15f977e18a176759a86a338168eb292c9dca0d9c87ecfc,77524c7b4a7924ce1b7d3e7be443c15b2a2bbe63233d68dfc2a083544d21c8c3
v6p1if1_0008,train,8,7.4757693062142465,0.7278217766433954,560.7121513939053,99.78897274852115,8,2,1.3826751708984369e-09,5564470140.02331,7472950823.515505,91.8006368829563,132.7146455098894,109.14805916090127,110.43350605149703,0.907793500959246,0.0922064990729491,-3.2195159362914275e-11,8.216212443541029e-11,1688,17,e80d33a4cc818b1fac2c232f02c65b92841c320fef04f07f77fd3c8eb68471a3,1354910b5e3e0a5cb1af67db23f7ffa2f44ca8eaa50ce9230d5ae8afc8e2d6e4
v6p1if1_0009,valid_iid,9,3.965805955325313,0.11718864180147648,1364.551064384752,44.032403520073665,6,7,1.1074829101562488e-09,3531065609.3688836,4003512171.8759327,143.1836798535837,32.79682378058271,26.99263632564477,27.069864817136764,0.9751380554336327,0.02486194454877465,1.759263991277505e-11,1.024721242632054e-10,1400,10,efe006b83a3571c5fd74d93170d31d4c18cae6ce6820b5627648f7d67abd6e7f,8be38b7892bd1ac53f908b02af52d0bcb99016b211cb72f56235c2b8124881f6
