sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i8_0000,test_iid,0,9.835649510721044,0.4777154317125678,1089.037473151854,35.96756219522561,8,7,1.5401458740234368e-09,6613747135.714746,9735273021.298399,91.64397183907408,105.39779765333458,86.77582888009276,86.9123088207179,0.9722907125946577,0.027709287408782094,-3.439827376478643e-12,9.585162900434188e-11,1694,6,25cfdac9dedf2ce7929c13e637a96e4ce115f89c2ded29f382026791cc712dd0,3c9a8f1cf56d69012833c68b20a47e26de21b7a8f7958b541af3906b058adaca
v6p1i8_0001,train,1,7.207882014199395,0.6955496603623033,785.2626115499884,69.50721234750361,4,2,7.108306884765622e-10,10313685208.932617,11477342240.320374,31.988423935888285,99.75924902475941,79.13113496272156,79.7517966074214,0.9458499844372916,0.05415001554203773,2.0670664082261635e-11,8.49478274974494e-11,1430,32,223585efad86aae3c43440b3a20819bc74201fa88fc9e68a0468d8bfff0c4d11,a703f4f9a79829ecd043ecb7f8abc0da2c1ee847ffd9554208710f7d87175b1f
v6p1i8_0002,test_iid,2,7.325705292813589,0.7823570491746068,514.3219264617393,193.25371610606106,9,3,1.674194335937499e-09,4433388888.1333475,6404223181.724778,107.22392208540857,129.2227769495483,104.96017721777233,107.26519547899986,0.8611338444463129,0.1388661555537153,-2.818861451918549e-14,7.302933894090676e-11,1383,6,3c034fdb500593ffb7b65c080f3e688d12bbdb3950bcfc3da2b43c736f4cf924,440d045fee86264e6e785998856909b6b19702d43cc99dc17175515927f9d1a3
v6p1i8_0003,train,3,2.768675815803768,0.00019128154963254929,1276.1409307859415,32.92733782904929,5,2,1.0034179687499995e-09,2660587166.64442,3965802260.3886185,188.1724535823072,29.237374240537406,21.081573700219117,21.131424639439274,0.9782588121058016,0.02174118789141611,2.782363620771822e-12,1.0619153640512966e-10,1640,22,e43c54632237f4f44b290fcc3d68124789387c3258773f0d1cc9534c22bb58ea,417466c006a9678a7d91982090edca9609f19e689c447ef2b158255ed8335c19
v6p1i8_0004,test_iid,4,4.71111994095226,0.24112974759191275,697.1756382928729,116.88714971094282,3,6,5.565643310546874e-10,8493477081.632446,9534697452.43561,149.59556201267438,73.08441724960232,55.47452667771443,56.0947606946837,0.9108528768515264,0.08914712316173865,-1.3265001008143791e-11,9.028600257846715e-11,1582,21,80b2ff9f30f889e53f7f197881de8530e809c70fec69e07fe9c67cfdbdb197c8,8cd442277a0f71a6de067627e1e9734f37d0870ae53e29b2a9f38a25157ba3b0
v6p1i8_0005,train,5,9.042846636856307,0.9609171012416482,899.076791257146,22.896711749395063,7,4,1.1100006103515616e-09,8185384617.811448,10107722277.38705,170.3752357494914,111.87075723199217,96.09037756991533,96.19937790252426,0.9783270316716095,0.021672968315539776,1.2850684203592507e-11,9.217290438084605e-11,1504,8,2e2d7a8531502f8c67e416059a939ce8ab734a98a66a4f358f52c8b5896f4b62,f840fd4150f7422409d08c33a4b0c12642532aa3f59b30887e6977c72fbbb2bb
v6p1i8_0006,train,6,11.561323760880388,0.5614270018413663,1410.692766184808,59.57099790549681,6,5,1.2666320800781239e-09,9166603730.656557,11899074457.49033,114.76760712345592,97.17973362722813,75.4116806978804,75.8582310233652,0.9710175759759909,0.02898242404398138,-1.997232984879749e-11,1.0269588428528087e-10,1542,16,466050d61fc4e1a4718fba07d78f38cb1416988b869fc0f5a2af429c3caa2a66,595c73c919938ac35e645b009ff353641f4341c9439ce69657fcec06b78ea55d
v6p1i8_0007,train,7,4.2876248409135576,0.28121435921639204,611.4208342058515,99.25008639960267,10,4,1.542053222656249e-09,2818630595.534358,3627452574.2206078,158.4615798549856,69.09681948351135,56.74729634368739,57.35422500179247,0.909845524027136,0.09015447604598595,-7.312201448055866e-11,8.410323526365078e-11,1502,10,93eeb59cf8138a82bbd1634ed6f67fdecde24fa4b4f9ea43c84f64415e15db0e,fe42fe76751b6c4b0d75af340a5eafe786ffea33acf84b7ef2255af0baf709bc
v6p1i8_0008,test_iid,8,6.969056443247744,0.43054223991930485,1291.8449068476732,96.45443782854326,6,5,9.81063842773437e-10,7109084535.818886,8901598192.319746,125.71532453136322,63.732632951480525,47.48606513895032,47.86258002152297,0.953293207519541,0.04670679246832319,1.2135791171708617e-11,9.511559238857519e-11,1508,9,5accda8240a6c8636aba78293164adbc854faa26531d3b42fc25d05600e2c0dd,33d33fa506557bbadb988d0325e875d7062f61029b36f9ba5ccdf6dd6ebf2b90
v6p1i8_0009,train,9,6.455935730619435,0.6503296010196209,559.8708130845157,49.91184221039302,10,8,1.7205810546874985e-09,3852820991.462639,5458537632.714424,146.50483270674417,117.12587542948779,101.06081349189584,101.55531940391904,0.9402034955565238,0.059796504451935156,-8.458957009674397e-12,8.861425495668192e-11,1574,5,d6e7c69b7bd83b8817c3431ff80789dbdf56bb37d466b9876bcb95940a52d6d6,16fd4d7369abb12505420faa96808a024a01a3deec6e0f1edc846a60c52afc6d
