layer_id,background_kx_W_mK,background_ky_W_mK,background_kz_W_mK,sampling_latent,distribution,sample_id
pcb_fr4_equivalent,0.8190973682879399,0.8190973682879399,0.3071615131079774,0.552861119620502,correlated_log_uniform_axes,v6p1if_0000
bt_substrate_with_vias,0.16368824966472836,0.16368824966472836,0.4010362116785845,0.05106552876532078,correlated_log_uniform_axes,v6p1if_0000
silicon_interposer_tsv_0p1,138.28321653418243,138.28321653418243,141.3304192898795,0.6094405511394143,correlated_linear_axes,v6p1if_0000
bump_underfill_under_interposer,0.6896625037083524,0.6896625037083524,5.632243780284877,0.8120697345584631,correlated_log_uniform_axes,v6p1if_0000
silicon_die_lower,103.83042567409575,103.83042567409575,103.83042567409575,0.076608513481915,isotropic_linear,v6p1if_0000
tim_between_dies,5.322182903575575,5.322182903575575,5.322182903575575,0.8016912145540118,isotropic_log_uniform,v6p1if_0000
silicon_die_upper,135.8961034566164,135.8961034566164,135.8961034566164,0.717922069132328,isotropic_linear,v6p1if_0000
tim_to_spreader,4.467974751429139,4.467974751429139,4.467974751429139,0.7005488928407431,isotropic_log_uniform,v6p1if_0000
spreader,392.29665469378233,392.29665469378233,392.29665469378233,0.4864436462521553,isotropic_linear,v6p1if_0000
pcb_fr4_equivalent,0.6543797111546753,0.6543797111546753,0.2453923916830032,0.04978769179433584,correlated_log_uniform_axes,v6p1if_0001
bt_substrate_with_vias,0.2376871334941258,0.2376871334941258,0.5823334770606082,0.886831427924335,correlated_log_uniform_axes,v6p1if_0001
silicon_interposer_tsv_0p1,122.66183506697416,122.66183506697416,123.10547424480319,0.08872783556580544,correlated_linear_axes,v6p1if_0001
bump_underfill_under_interposer,0.5183675301758491,0.5183675301758491,4.233334829769434,0.17230702843517065,correlated_log_uniform_axes,v6p1if_0001
silicon_die_lower,137.69208728335798,137.69208728335798,137.69208728335798,0.7538417456671596,isotropic_linear,v6p1if_0001
tim_between_dies,2.504516352350122,2.504516352350122,2.504516352350122,0.36590616311877966,isotropic_log_uniform,v6p1if_0001
silicon_die_upper,109.69484774395823,109.69484774395823,109.69484774395823,0.1938969548791647,isotropic_linear,v6p1if_0001
tim_to_spreader,2.7971365314959544,2.7971365314959544,2.7971365314959544,0.42978952173143625,isotropic_log_uniform,v6p1if_0001
spreader,397.54929004237056,397.54929004237056,397.54929004237056,0.8366193361580372,isotropic_linear,v6p1if_0001
pcb_fr4_equivalent,0.7792865013098762,0.7792865013098762,0.2922324379912035,0.4412195235490799,correlated_log_uniform_axes,v6p1if_0002
bt_substrate_with_vias,0.18188625208254083,0.18188625208254083,0.445621317602225,0.2872762558981776,correlated_log_uniform_axes,v6p1if_0002
silicon_interposer_tsv_0p1,143.86065177619457,143.86065177619457,147.837427072227,0.7953550592064857,correlated_linear_axes,v6p1if_0002
bump_underfill_under_interposer,0.6540899940852323,0.6540899940852323,5.341734951696063,0.6934075439348817,correlated_log_uniform_axes,v6p1if_0002
silicon_die_lower,135.1047198753804,135.1047198753804,135.1047198753804,0.7020943975076079,isotropic_linear,v6p1if_0002
tim_between_dies,1.55326622776286,1.55326622776286,1.55326622776286,0.08971431758254766,isotropic_log_uniform,v6p1if_0002
silicon_die_upper,142.54891867749393,142.54891867749393,142.54891867749393,0.8509783735498786,isotropic_linear,v6p1if_0002
tim_to_spreader,1.4886408965042361,1.4886408965042361,1.4886408965042361,0.0651460038498044,isotropic_log_uniform,v6p1if_0002
spreader,394.2540131090209,394.2540131090209,394.2540131090209,0.6169342072680593,isotropic_linear,v6p1if_0002
pcb_fr4_equivalent,0.9754999925612313,0.9754999925612313,0.3658124972104617,0.944418903440237,correlated_log_uniform_axes,v6p1if_0003
bt_substrate_with_vias,0.21430288543966233,0.21430288543966233,0.5250420693271728,0.6547725666314363,correlated_log_uniform_axes,v6p1if_0003
silicon_interposer_tsv_0p1,127.63868532143533,127.63868532143533,128.91179954167455,0.2546228440478444,correlated_linear_axes,v6p1if_0003
bump_underfill_under_interposer,0.5542338325707601,0.5542338325707601,4.52624296599454,0.32221539318561554,correlated_log_uniform_axes,v6p1if_0003
silicon_die_lower,118.91721789725125,118.91721789725125,118.91721789725125,0.37834435794502497,isotropic_linear,v6p1if_0003
tim_between_dies,3.2973479955177982,3.2973479955177982,3.2973479955177982,0.5249042762443423,isotropic_log_uniform,v6p1if_0003
silicon_die_upper,118.69140048511326,118.69140048511326,118.69140048511326,0.37382800970226526,isotropic_linear,v6p1if_0003
tim_to_spreader,5.349402952575586,5.349402952575586,5.349402952575586,0.804640481248498,isotropic_log_uniform,v6p1if_0003
spreader,388.2383015891537,388.2383015891537,388.2383015891537,0.21588677261024714,isotropic_linear,v6p1if_0003
pcb_fr4_equivalent,0.9119465161838622,0.9119465161838622,0.3419799435689483,0.7934649363160133,correlated_log_uniform_axes,v6p1if_0004
bt_substrate_with_vias,0.19086025340010734,0.19086025340010734,0.4676076208302631,0.39518885128200054,correlated_log_uniform_axes,v6p1if_0004
silicon_interposer_tsv_0p1,126.41646671108902,126.41646671108902,127.48587782960385,0.21388222370296717,correlated_linear_axes,v6p1if_0004
bump_underfill_under_interposer,0.5748661413007603,0.5748661413007603,4.694740153956208,0.4041145509108901,correlated_log_uniform_axes,v6p1if_0004
silicon_die_lower,118.20965022780001,118.20965022780001,118.20965022780001,0.36419300455600023,isotropic_linear,v6p1if_0004
