sample_id,sobol_index,sobol_dimensions_consumed,continuous_severity,package_total_power_W,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,upper_source_count,cross_family_overlap_pair_count,power_base_W,power_top_h_factor,power_independent_latent,power_independent_multiplier,total_source_area_fraction,mean_source_area_fraction,source_area_cv,mean_source_aspect_ratio,source_centroid_spread,source_upper_fraction,cross_family_overlap_fraction,q_proxy_mean_W_m3,q_proxy_max_W_m3,mean_local_k_W_mK,local_k_log_std,background_kz_pcb_fr4_equivalent_W_mK,background_kz_bt_substrate_with_vias_W_mK,background_kz_silicon_interposer_tsv_0p1_W_mK,background_kz_bump_underfill_under_interposer_W_mK,background_kz_silicon_die_lower_W_mK,background_kz_tim_between_dies_W_mK,background_kz_silicon_die_upper_W_mK,background_kz_tim_to_spreader_W_mK,background_kz_spreader_W_mK,split_role
v6p1i8_0000,0,112,0.4777154317125678,9.835649510721044,1089.037473151854,35.96756219522561,8,7,3,3,7.340976651244694,1.1253787186139204,0.9046219121664762,1.1905578515604949,0.10744560696147823,0.013430700870184779,0.1479563104333973,1.230848436472006,0.3075993464519574,0.375,0.05357142857142857,6235200954.730925,8483896063.8383875,91.64397183907408,0.6953093512795705,0.3541101446385235,0.5312017551119191,137.3851129412651,4.3182916522166925,125.03200154751539,3.0258119384247513,115.21616205573082,1.4612483059420804,394.3961882777512,test_iid
v6p1i8_0001,1,53,0.6955496603623033,7.207882014199395,785.2626115499884,69.50721234750361,4,2,2,0,8.933048042456694,0.924872690634073,0.29598895739763975,0.8724208645621192,0.04687213269913658,0.011718033174784145,0.1501744275526294,1.1346847078860816,0.3372393322934543,0.5,0.0,10375829666.812817,12431798513.090767,31.988423935888285,0.35152158914040665,0.2612315577624929,0.42680753023021745,147.13498044293374,5.611173152123291,124.10877160727978,4.576442983554725,128.76194803975523,5.495346644054097,385.40220975875854,train
v6p1i8_0002,2,94,0.7823570491746068,7.3257052928135895,514.3219264617393,193.25371610606106,9,3,7,2,9.53810621106701,0.7174869851258501,0.6964745055884123,1.0704669458842229,0.11437599363110316,0.01270844373678924,0.2733315578503736,1.1827380143115616,0.3931876885044766,0.7777777777777778,0.07407407407407407,4327881739.321445,5515186426.906368,107.22392208540857,0.8778817555786967,0.29169952559007506,0.5661075965213654,127.24037789274007,4.409004409173762,103.36222974583507,4.942830865769905,105.17236259765923,3.7391535100455897,392.4566601961851,test_iid
v6p1i8_0003,3,59,0.00019128154963254929,2.768675815803768,1276.1409307859415,32.92733782904929,5,2,2,1,2.8086926524815325,1.2376908689258341,0.11762265395373106,0.7964448385146883,0.06576502636769826,0.013153005273539653,0.28058421458471206,1.2131091268208014,0.3532308275767756,0.4,0.1,2701527685.334097,4091804700.0061383,188.1724535823072,0.672147070968669,0.3002110378226026,0.4477844709650985,139.36532055027783,5.4149317714006475,145.7892225123942,1.4521870633002236,138.44106318429112,2.1186764146607464,397.7595900930464,train
v6p1i8_0004,4,76,0.24112974759191275,4.71111994095226,697.1756382928729,116.88714971094282,3,6,1,1,5.427934192442963,0.8611490477426097,0.5785473147407174,1.0078856497228397,0.03969130388532331,0.013230434628441104,0.10232170305262366,1.161398706383541,0.1532369991632571,0.3333333333333333,0.05555555555555555,7949614089.504925,8570228672.421985,149.59556201267438,0.9976376649345611,0.32061242134104806,0.5939166537660299,152.98679004888982,4.958947405713915,140.23107634857297,2.088865827077075,108.68354579433799,4.302006781003575,390.3447861596942,test_iid
v6p1i8_0005,5,83,0.9609171012416482,9.042846636856307,899.076791257146,22.896711749395063,7,4,5,1,10.742598151715942,1.0031158116980092,0.21989529207348824,0.8391599704307082,0.07467393801416546,0.010667705430595064,0.3074906796945799,1.1495202609024486,0.29329874060819044,0.7142857142857143,0.03571428571428571,8104883991.814334,10794887881.640673,170.3752357494914,0.7363472004849159,0.2728664870984982,0.47719740069679506,129.85639683902264,4.873487900464666,110.6914690695703,3.4624942955485487,147.43599579669535,2.866743108034851,399.8659615777433,train
v6p1i8_0006,6,83,0.5614270018413663,11.561323760880388,1410.692766184808,59.57099790549681,6,5,4,0,7.967119306688124,1.3144148817376726,0.7568783322349191,1.104011951827582,0.08419918851912876,0.01403319808652146,0.13786306022527706,1.131591184847893,0.35615950528010787,0.6666666666666666,0.0,9229017285.244413,12588555000.812235,114.76760712345592,0.658928072580376,0.24977549401732205,0.5063289932322942,145.5129772145301,5.979309573236927,118.14321801066399,7.162928477533861,124.19898021034896,1.9505948447794506,392.74388594552875,train
v6p1i8_0007,7,106,0.28121435921639204,4.2876248409135576,611.4208342058515,99.25008639960267,10,4,5,2,5.771966067059623,0.795934159358535,0.4280150420963764,0.9332883943175114,0.10591180660250905,0.010591180660250905,0.20659983712487762,1.2114706235674564,0.3288772391240982,0.5,0.05,2724793298.31907,3660222318.054859,158.4615798549856,0.350807126260037,0.37070982495969323,0.40050030202307146,120.51804289687425,3.975475991921699,132.74118099361658,1.9218161342284348,132.28524569422007,6.237520319125134,387.03071776777506,train
v6p1i8_0008,8,88,0.43054223991930485,6.969056443247744,1291.8449068476732,96.45443782854326,6,5,3,0,6.978558292538715,1.2468069954309242,0.1286812648177147,0.8009567045805696,0.06761600329706323,0.011269333882843872,0.22699554042311051,1.371233692667202,0.3140695594034721,0.5,0.0,6927114304.68551,8302420499.689581,125.71532453136322,0.4098175444759109,0.361457689929866,0.5482539263925256,142.83977899700403,4.739995877357488,121.58220852725208,1.5069437531388692,111.56108831055462,4.729766626731503,389.1906724125147,test_iid
v6p1i8_0009,9,145,0.6503296010196209,6.4559357306194345,559.8708130845157,49.91184221039302,10,8,7,1,8.611933950859726,0.7549630568326652,0.5493451924994588,0.9929624088163691,0.11419146620371187,0.011419146620371187,0.2029092069051442,1.1304449822116478,0.36861692658457473,0.7,0.0125,3832092200.47198,5289270348.19244,146.50483270674417,0.8797090704956004,0.24226968671518592,0.4625443133006939,124.15254495572299,5.0986419849263465,129.25268388353288,5.929170676514953,144.84530994668603,2.6822434682810252,398.18463215604424,train
