sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i11_0000,train,0,7.344357546150899,0.6339651774615049,843.0444213084618,55.18766365293612,6,8,1.0801696777343749e-09,6834857403.519477,8883490917.108393,106.28409329330054,97.7348602294951,78.58405539068912,78.9388608326187,0.9544125779243817,0.0455874220467888,2.88294360410801e-11,9.015563419303913e-11,1642,10,cdbf6b0105865c0aebf8bf21f246de6f701bee118ea0eee0038d994e16d31ebc,6c4f32c5e3fd9b18fdb2d254d2a5a8a4d33dd21780365e7383023a3b14dc4e1a
v6p1i11_0001,train,1,6.560116962059796,0.3047124333679676,981.9429493956562,129.9346653739909,10,6,1.9979095458984366e-09,3381007492.951015,4500989624.286955,152.67179548369174,68.66472155731225,54.4778672042402,55.29308675459705,0.9332501341164257,0.06674986587017563,1.3398680614908946e-11,9.333116012473098e-11,1408,9,22c436f4bff0ad62cfbf1786aa2e57ca1a09dd84ae0877433d7212779907044d,082bd2ad5cf4784956f2da3a942b09d2d737a6566b4f8063ff516dffae7a35bc
v6p1i11_0002,train,2,3.096969684940343,0.011074132286012173,1452.9310712886193,68.8555819318528,3,4,6.198883056640622e-10,5044343825.272816,6867430767.229966,78.60477924941252,32.605447699841136,19.441735878572572,19.55894681262127,0.966942156809309,0.03305784324849535,-5.780431684156558e-11,9.68618269099249e-11,1382,22,7512846f480485e0ed4fa5535b9389556a0c15bb8795efedaf2bda9ae32a4e29,f8cba2becd8823163211e395684e69d627a906da26f0db08da69105ce283b6e1
v6p1i11_0003,train,3,7.688322608309023,0.9321275921538472,529.7309723293753,29.089533978899826,7,7,1.0540008544921869e-09,7530803458.650412,12198965564.844452,162.84401157102883,152.73253665095052,133.58952828605362,133.8387210768546,0.9567252161058323,0.04327478384925489,4.491285353150368e-11,8.789169179682191e-11,1685,8,6a2b8b60ec105a3ccb46a8c4a88cee8ff874f76e6d982c9a7353fffef2d8e34c,cf17e9c06863702a2c8ffec633d830f57daf88844ce47885db2227664d27d8b2
v6p1i11_0004,train,4,8.588478389079773,0.8094755979254842,1049.0395634044012,84.76503973576182,9,2,1.7807006835937496e-09,4859242307.077352,6425993510.724952,37.32254271474651,90.88550969183513,72.57013524407733,73.20344330732426,0.9517269823686851,0.048273017665198655,-3.388379853245995e-11,8.712430589723303e-11,1488,9,21d56fac2e14ad4f1a58482c6fbde2baff8601f55d803c688cac2e64ae6b1bcf,21bca740e6ec2530a17370e62a217d45c9b1b40db99b40d15a195a9f592fbdd3
v6p1i11_0005,train,5,3.425126709410285,0.13848698791116476,685.3573438259625,20.063721234990776,5,2,7.809448242187493e-10,4498822097.54765,7100107718.241062,202.51486381928305,56.56278106721999,48.038171068163145,48.07715307094687,0.9742923439871533,0.02570765614664074,-1.3379398323520158e-10,9.176027920166808e-11,1700,23,cacf6b6b91a1eceee0c054157e896166c047715163ac13516ddfb7e0b83f387c,9c4043bbdb2c309a0ff105899e8c14b7975729752729eaef9a7583a985515eba
v6p1i11_0006,train,6,4.694132739288162,0.436149675399065,654.2079736216825,44.59079087427963,8,3,1.4562988281249989e-09,3098329495.819368,4083847764.9485936,210.19816699265593,75.61907325919697,64.92827387983033,65.09186249387524,0.9481596751444128,0.05184032488088135,-2.5294175409470656e-11,9.074988837471638e-11,1631,17,90b66d7ae2becb60c821d02de0ef44dca905d0000a3f9030b6ad2fbfcac0cecd,806297eede7ceccebc6aaefc18924de5260ad6992834c8eb3bc6c185c45c2ab9
v6p1i11_0007,train,7,11.423780432268881,0.515345199033618,1366.9724481251521,189.39554801758536,4,4,6.779479980468747e-10,17223791822.078384,20984150237.174194,90.44022452272696,103.93753928749231,67.61769553737004,69.30438682488828,0.9446775950262218,0.05532240496615095,7.627186349554101e-12,1.0477412833994478e-10,1464,15,42cd77670c8dd5bd29a329be6eb887e57dbd03baae923c0b2cb0679b9c429048,f5149dd10428ef9a7bb36edbf39c82e150417729ca9cd1e10ffce0c044065e78
v6p1i11_0008,train,8,6.605205924633335,0.72442686278373,569.5768971765349,152.97558397372282,8,3,1.3101196289062489e-09,5164050178.8901205,7113909704.144613,169.4469612086425,112.11755475649466,89.61588349507603,91.1086987617758,0.8828682682182274,0.11713173176052578,2.1246837938209732e-11,8.799575582442559e-11,1581,10,09048569ccfd325baa21b4515e57ce7ff65064afc28ac3290b9db39b5c9c8c04,ea408b0a19e2fcab0a66009c7c282a7866b443277633345b846e02f272a9b0f3
v6p1i11_0009,train,9,7.138524714657825,0.3329792683944106,1563.1150308160697,36.50602197092823,4,3,7.992553710937493e-10,8813618467.089386,10359563592.754238,122.28105941575977,61.961888575540115,44.5102274071193,44.61759950618256,0.98015808690027,0.019841913135164195,-3.543415725450017e-11,1.0757049800696221e-10,1602,19,035eb9592b917cdf13556990798a97eb22d9e0029e80eb912ddf20fbd68b44cb,37d4be625cc0a875cea1d00f13c4eaa9ac780eec0f0f065b14379cbe9ddc0ac1
