sample_id,split_role,family,block_index,layer,k_x_W_mK,k_y_W_mK,k_z_W_mK,control_volume_count,source_power_W,power_fraction,source_volume_m3,surface_power_density_W_cm2,q_W_m3
v6p1if_0000,test_iid,k,0,silicon_die_lower,20.49019996318477,20.49019996318477,20.49019996318477,336,,,,,
v6p1if_0000,test_iid,k,1,silicon_die_lower,71.9534308885202,71.9534308885202,71.9534308885202,960,,,,,
v6p1if_0000,test_iid,k,2,silicon_die_lower,270.8303929249153,270.8303929249153,270.8303929249153,392,,,,,
v6p1if_0000,test_iid,k,3,silicon_die_lower,35.272330521447174,35.272330521447174,35.272330521447174,504,,,,,
v6p1if_0000,test_iid,k,4,silicon_die_upper,345.6657725679783,345.6657725679783,345.6657725679783,576,,,,,
v6p1if_0000,test_iid,q,0,silicon_die_upper,,,,336,1.3550512108534414,0.16160376243760655,1.5060424804687488e-10,144.79296917987432,8997430208.155138
v6p1if_0000,test_iid,q,1,silicon_die_upper,,,,336,1.2201592154239074,0.14551650772020025,1.506042480468749e-10,125.07908746801678,8101758291.9981
v6p1if_0000,test_iid,q,2,silicon_die_upper,,,,336,2.567088777476706,0.30615168019392336,1.5060424804687482e-10,234.92520536354542,17045261410.406647
v6p1if_0000,test_iid,q,3,silicon_die_upper,,,,336,1.5509640744338105,0.18496838187850048,1.5060424804687482e-10,127.68415091070324,10298275742.8667
v6p1if_0000,test_iid,q,4,silicon_die_lower,,,,384,1.6917593872133316,0.2017596677697694,1.7578125e-10,144.50168781854876,9624231180.591398
v6p1if_0001,train,k,0,silicon_die_lower,304.5590527972611,304.5590527972611,304.5590527972611,704,,,,,
v6p1if_0001,train,k,1,silicon_die_lower,78.24885408971771,78.24885408971771,78.24885408971771,792,,,,,
v6p1if_0001,train,k,2,silicon_die_upper,255.06986504543332,255.06986504543332,255.06986504543332,792,,,,,
v6p1if_0001,train,k,3,silicon_die_lower,20.519937367782045,20.519937367782045,20.519937367782045,448,,,,,
v6p1if_0001,train,k,4,silicon_die_lower,20.122269538960612,20.122269538960612,20.122269538960612,392,,,,,
v6p1if_0001,train,k,5,silicon_die_upper,84.35928345429555,84.35928345429555,84.35928345429555,432,,,,,
v6p1if_0001,train,q,0,silicon_die_lower,,,,576,0.952829164574226,0.10356117405921535,2.63671875e-10,56.98732617441864,3613692831.5703974
v6p1if_0001,train,q,1,silicon_die_lower,,,,448,0.6690290056673185,0.0727154792092634,2.05078125e-10,49.64422909726067,3262312865.7301626
v6p1if_0001,train,q,2,silicon_die_lower,,,,448,0.9642546926367013,0.10480299278642148,2.050781249999999e-10,66.04615079612407,4701889548.85706
v6p1if_0001,train,q,3,silicon_die_upper,,,,576,1.2005638048689817,0.13048697687668748,2.581787109374999e-10,80.99697311478646,4650127039.946431
v6p1if_0001,train,q,4,silicon_die_upper,,,,448,0.6703977944061499,0.07286425023150195,2.0080566406249976e-10,50.62114746013818,3338540262.477317
