sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i10_0000,test_iid,0,6.265614931955656,0.7673237938433886,683.314122991867,172.27502468514984,9,5,1.7179107666015616e-09,3724635389.9975863,6045311626.376836,200.02051094850918,91.74767666909219,71.25920911124936,72.9042580218854,0.9042459926799741,0.09575400733989535,-1.9869464710030343e-11,9.095219771171181e-11,1626,8,a3c710a98f1fb3cab555b1cf62054ad9fe4202073ab17114e8225de8d15a9ffc,b01f1ee757d96f6182520eacf0ae07c55793c81d7c5e143a6f53c4a87a01132d
v6p1i10_0001,train,1,9.25167088064648,0.4592334236949682,1387.1428585257686,29.746988262296757,5,5,8.453369140624995e-10,11006612510.048603,15652861224.611147,142.26884831443897,82.22867117785432,64.10547791477232,64.19816195276984,0.981613882311659,0.018386117699546855,-1.1205860291431437e-11,9.588049263181539e-11,1396,16,521bd4073b48f13dbc4271bb23650d2dd3de3d9a0a57bf5e19a77defba0d9838,fd8e734ed88c22d94c1a8d777500fce17842c7e5d6fac3bbbba9dfc1f4969422
v6p1i10_0002,train,2,5.410486860890616,0.2460513124242425,1139.336191738456,44.970328692759445,8,4,1.363067626953124e-09,4001697173.9853044,4758506492.717272,184.38114117613907,50.51648460902527,43.43727582372617,43.5872661855728,0.9706465152611249,0.029353484731793902,7.0812414663620524e-12,9.566028217500957e-11,1393,14,0cad15f297e035052b21f4cac5efb3d1749f630c2ed0e565099a3b61035338cd,261c86cd46739f08c28a3c508cb1657ca7812297009d1968acac1d8e953ecc25
v6p1i10_0003,train,3,6.657509370983564,0.5586280422285199,541.2079817786174,79.4559010406585,4,3,7.585144042968745e-10,8620612018.965075,10463917514.589602,83.7354736350354,130.97564660693996,103.29334192383143,104.06605847383332,0.9123162251825173,0.08768377481111304,6.369627775336142e-12,8.825536730350374e-11,1725,19,d93986bad464277ae3d6f2b2ae347c87b4a74824f2197f5e6bd18067ec05ae70,13c91141f29ad4f1830c8c0503b816c369f5c1eae3fac46f2f927f9f18857784
v6p1i10_0004,train,4,9.777925524996373,0.6320442548021674,1272.864980142988,59.171738037666834,6,2,8.919525146484369e-10,10937414345.904484,12873773531.54632,96.22337450563552,88.924450498988,69.02942121374848,69.44053420454566,0.9686042504117548,0.031395749590130355,-1.8851453497088676e-12,1.0535478828613754e-10,1488,20,07145d741a00387773e09cc7c1bf556334684ff752cdebbef4065fca2f0177f8,e14638833adce698d8f9dc70d60a65491e2fc894c946c98fb59b4f3fba86e1c8
v6p1i10_0005,train,5,3.660434128490768,0.06327257584780455,807.5425855548422,108.32423955419429,10,7,1.8573760986328117e-09,2009104264.8377159,3300045991.626649,95.57222923041859,48.36691610078623,38.25130333160587,38.64322758281172,0.9245317689190404,0.0754682310978127,-1.6853173360284123e-11,8.454585751527836e-11,1618,5,cc2afb27688a473fec3e1f924204b7dce9aa1e523c118042109daef3438b4b77,acef281195d2a18ea07c22ece8e666627cd1523d3820515d4bbd8fa1e36d9d6a
v6p1i10_0006,train,6,3.8870501283864396,0.3569304905831814,657.6639188101267,127.44392005894383,3,5,4.3037414550781227e-10,9312405112.964128,11931896181.37137,172.95589504814706,62.45023029887375,46.98113267310352,47.63956953072979,0.903823161422819,0.09617683864432035,-6.713939313506803e-11,8.369818873089991e-11,1490,16,b34f1a3a2549a9d1b308685c4308e78489a012e8eca82f6b83a046ff39c02db9,04013b6d74b0c926ba739c9b50f4811f247474bfb9e4a5e481f9bc8857209f95
v6p1i10_0007,train,7,11.823847082439759,0.9165161028504372,999.617874089968,22.82330714554736,7,2,1.368789672851561e-09,8454304194.205542,11461061651.750673,52.96133630079487,137.2610226747426,114.39179174451682,114.51059455074943,0.9802752495972326,0.019724750412538194,-9.770727470589574e-12,9.155570639484021e-11,1572,24,6df4ff70a0e30479289e90e980d40074098932e0359d86fd239c346300c37e13,c2dcb6de9686a321e4000ccd9e98da0a1b9951f837dfe28e1889bb6c44d016be
v6p1i10_0008,train,8,7.228178642443528,0.8155651250854135,516.6823699380976,26.311439771138634,3,6,4.4586181640624966e-10,16691922387.135107,19763958630.961395,171.59554054277794,158.40412485809406,128.9177416564206,129.14420073429432,0.9592899425058451,0.040710057503051025,-8.896171714404232e-12,8.65720331757036e-11,1528,8,4d498daaf94ef8b27e4a421b340b76be7250d2c8d765e78f6071fb16516ecd0a,ab16aa374984a5f51104263e26d71a9594ae9a55d1361599d98c621e9ebe0390
v6p1i10_0009,test_iid,9,6.272581299190461,0.3797592567279935,1048.9513160790668,146.26217198556657,7,4,1.3555908203124987e-09,4730318232.267523,5967792748.785482,64.74656573455269,64.16872808989206,49.736293833545375,50.45188773052824,0.9296027091980238,0.07039729082418539,-2.2209128593023505e-11,9.558211015001109e-11,1644,11,4504930690a187ba093e4ce659ba09d913e52210e97d42e639634106c1043207,d2f5706219141b7dd42e284c5a8548ff7ac8c4496f60bab9350f06ef76ab43fa
v6p1i10_0010,train,10,6.765031502473367,0.16544421203434467,1534.2468816707305,93.12141130256012,6,4,1.056518554687499e-09,6791904561.169505,11103387057.659529,46.9631795936633,53.469586904944435,38.81771222431417,39.19801280097936,0.9631562221764701,0.0368437778145114,9.018452257834408e-12,1.0914812995384871e-10,1508,11,625cf145297d3763f811db9259f3f7ea1ced12982d42de3deed62768171c19c1,c991b7a4ccc3b4c8f82dea7e0075effb587b93cc48be07a74bd8a3ee86e56679
v6p1i10_0011,train,11,5.248767760973662,0.607994681224227,728.746787203104,51.09652530967367,10,3,1.9778442382812495e-09,2770791238.5176945,4355929262.180865,27.632470027942134,74.52289037276495,64.67927373643461,64.93064803079659,0.950449988511618,0.04955001149308071,-4.698657346870484e-12,8.010087953932557e-11,1484,12,72e8b343c3c107a839085626b461f45f4a3c8d6e2c77c41a138c9d1b877599f4,9c1374ee7085bc9db0e6c87f778623de93866ab3aee5158ba9aba9a662ed3484
v6p1i10_0012,train,12,8.793593182756073,0.708649855107069,953.980082148171,68.92231933190789,8,6,1.4239501953124997e-09,6318026364.356919,8096871485.446338,184.4457941324857,101.35651310015339,82.74323016738838,83.23222725680115,0.9519688909490867,0.04803110902845582,2.2457553099794638e-11,9.45872449422406e-11,1662,9,c24bdcd899e30995df5fd0a58666d4ea782656c9b0f619cd389230823e101713,e4e74dcceb2c1b8a6ac2fea8c1126634899efaaf3b49166e05a37154913be05b
v6p1i10_0013,train,13,1.82794607844686,0.017899803817272186,605.1898391230251,39.184375563394696,4,2,8.807373046874995e-10,2214427722.877327,2976108684.3630133,69.39956825726307,31.599926695833517,27.406374965642897,27.470107327987165,0.9505937105806055,0.0494062894353832,-1.5988654929846147e-11,8.016882588087489e-11,1378,26,e620a04e10d52d131aee162462290ff3151ceed1dfeaf04917f35c6faba3e48a,0d08f47d6b871571fd96fd594d3f8353702b0f132ddfe33d77c85981325366e7
v6p1i10_0014,valid_iid,14,6.768856934034007,0.3123854836449027,893.7518964913012,34.603445481493914,9,5,1.543579101562499e-09,4497719319.785799,6708089347.611174,83.70885731024046,80.08645650414411,70.23734606654831,70.37283600723123,0.9689449901278522,0.031055009852286132,1.9861721700595475e-11,8.98192178774341e-11,1444,7,6acb0960025f60f1c433d31e778d25c89dc268449e92a5f2b428a9f4ccf3ba49,8dfd17179c7df32e0cb5559bec3f56391cbd4f0f1e86b97b3dd9970598da76e9
