sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i3_0000,train,0,8.079971564689753,0.4173102015629411,1029.8277326314644,79.66480085945656,3,7,5.021667480468748e-10,15919647213.591696,20736460200.9984,155.94569755739641,107.48635313098447,70.14178148652391,70.70926729377491,0.9506356612812543,0.04936433870479684,1.3948867811894135e-11,1.052890823021773e-10,1794,10,6dda0e0c5c7aa09ce4055ea613ca5886381e4cfdc143172bc071892a601b7927,f9661e940ffff9d60ec6469f9b30fea0e8e92878eff25e36d68314f093260396
v6p1i3_0001,train,1,7.841062971021197,0.9533746466040611,619.145697289895,34.62559811438676,10,2,1.7201232910156238e-09,4556414755.027169,5906838885.882572,160.8170460042054,128.7137406757771,116.02142683544167,116.22295271818643,0.9557506422099165,0.04424935783066053,-4.057695931375912e-11,7.801457567886711e-11,1418,13,1d05bd28510b79d3be998fc83838041f48835e3b617d026ad66b5bb393107468,08afa2865a87ba0474b5c1dfefb25a8fc474c8186fc5d2df15be8728bdac7456
v6p1i3_0002,train,2,7.919908986370349,0.5997147215530276,800.1916307194555,49.51505220250843,5,8,8.381652832031244e-10,9817285822.10467,13864614293.596373,115.42472709647484,109.95992213262036,88.58055158299378,88.93388558471182,0.955504433768745,0.044495566265442134,-3.4187173657222646e-11,8.520018837688472e-11,1396,10,545a8ae3fe425cf14e99ff83496eb872dd07c99429123862712e348d4b36c2ea,e8f3ea9720e34d9de9a30417a72e457ddda5c4bc28a7ed4165684f72212c47fb
v6p1i3_0003,train,3,2.998879388833197,0.028357291594147682,1330.7722533878195,112.86916210441177,8,6,1.6783905029296862e-09,1783347965.3548546,1908282243.9330564,110.60172963276368,25.797889915828478,19.504668057022563,19.758266838709382,0.9551866254875401,0.04481337455175611,-3.929617330052412e-11,9.890770507095559e-11,1479,12,3619a7d08b8320accdf4ea5e82657897d9edbd7e142a57653bba8adb6b8cd00a,23113e1d2d6fbe9d3a6a39d86dc5ea3f5174b81d366751e44a2cbdcc34a0a90f
v6p1i3_0004,test_iid,4,3.745387842763728,0.234407352283597,510.45782345377893,43.64579693481887,9,4,1.7569732666015612e-09,2116531273.9508853,2549197577.022626,210.04853426348222,73.07542115820814,64.58210843908276,64.834361117895,0.9400754724720759,0.05992452753454857,-6.624454975993178e-12,8.926583808359965e-11,1556,9,69fbeb1f77fa2dfc860dca96b4a35e5273b0539e068c5327c47d987c681f34f5,5f6c60b7e6aeb4d001003ff82185100f5c078902e57e4c9f107d9ea567e9df69
v6p1i3_0005,test_iid,5,7.346571627923654,0.6358426688238978,1135.4252007487605,177.02132208593582,4,4,6.695556640624997e-10,11180628697.945862,12849368604.99514,126.11418367086618,80.57401615941473,52.98224002285051,54.020037057081595,0.9315981074059075,0.06840189258473692,9.355523141357395e-12,9.384988414060159e-11,1532,19,d7ec22302ba06efee9b2b9176d43e889598307c9473e738a9172f2d7f632867d,6b497c2eef19a89c53eb952057372976e8cd81f1518b360e506d52d3d4404e2e
v6p1i3_0006,train,6,13.94389570211237,0.8098172396421432,1578.0927344295364,93.6422226797147,7,7,1.1320495605468745e-09,12311336345.156223,19457123367.469604,110.77498547265839,115.06839814173225,79.90906941228472,80.62236032971354,0.9617646007525796,0.03823539925254331,-5.122972332919497e-12,1.153569865549943e-10,1685,8,2dd8159278461fd3b7fd5cdc99d4d6baaca5e98a947b70a617e69a1394426863,37632508b43da8963b600630813277b38925c7e0a570055457ff3205b1d0d8fb
v6p1i3_0007,valid_iid,7,4.701471182964426,0.3186744311824441,709.3684180102862,22.90063976080491,6,8,1.1749267578124992e-09,4050142255.145798,4863967893.254912,132.94914077763048,69.82569637110288,62.79287468271622,62.856625531228154,0.9726821792723824,0.027317820715641667,1.1975876668757377e-11,8.56150778760179e-11,1541,7,bf405a81bf1b3272edf4288ac1e9deb42b1db6907a3cd3a8fa81f18115963a46,4c1e831311f04698fd1f195aff803ee1e86588570c65d8d90c53435185ca60dd
v6p1i3_0008,train,8,6.475013611080055,0.445770675316453,1259.8885889439741,23.134322220262177,7,6,1.1862945556640614e-09,5356823019.208577,7676719616.965191,161.6754980299288,57.63024053257374,49.37711736877853,49.43781233825566,0.9843283277669804,0.015671672238834436,-5.814898748814343e-12,9.732214137115626e-11,1443,15,79da2a81653146e960fc2cbb076103b7265ed2e237ba9260c32eec943be81ca0,14fc1b25185ca14c044c0dbfcfada460143268f1d3b6f74fa76437bbece6c9a3
v6p1i3_0009,train,9,10.533510477006288,0.9252098752185702,876.0015630584916,101.42744985634624,6,2,1.3155364990234365e-09,7947295494.483723,9785165193.25548,214.04316058408517,127.45876455315016,102.59243493659459,103.41383762863492,0.9302291493858285,0.06977085062966207,-1.5490512710396373e-11,9.266515266043242e-11,1613,19,61eac930d37929b9317052018e5c63e532038e106d7df34f3caf09ecdface8cf,4a711db9118d48bfd5984e197d72ab22d9831e158363c1f2a981449d6a0d692f
