layer_id,background_kx_W_mK,background_ky_W_mK,background_kz_W_mK,sampling_latent,distribution,sample_id
pcb_fr4_equivalent,0.7406571150241321,0.7406571150241321,0.2777464181340495,0.3272996423766017,correlated_log_uniform_axes,v6p1i6_0000
bt_substrate_with_vias,0.16232002615569122,0.16232002615569122,0.3976840640814435,0.03225735481828451,correlated_log_uniform_axes,v6p1i6_0000
silicon_interposer_tsv_0p1,141.6759933438152,141.6759933438152,145.28865890111774,0.7225331114605069,correlated_linear_axes,v6p1i6_0000
bump_underfill_under_interposer,0.7155899798123222,0.7155899798123222,5.8439848351339645,0.8947631306946278,correlated_log_uniform_axes,v6p1i6_0000
silicon_die_lower,114.28969400003552,114.28969400003552,114.28969400003552,0.2857938800007105,isotropic_linear,v6p1i6_0000
tim_between_dies,3.959584813902724,3.959584813902724,3.959584813902724,0.6307134451344609,isotropic_log_uniform,v6p1i6_0000
silicon_die_upper,128.55788352899253,128.55788352899253,128.55788352899253,0.5711576705798507,isotropic_linear,v6p1i6_0000
tim_to_spreader,1.9518302217178938,1.9518302217178938,1.9518302217178938,0.2217628639191389,isotropic_log_uniform,v6p1i6_0000
spreader,389.42706253379583,389.42706253379583,389.42706253379583,0.2951375022530556,isotropic_linear,v6p1i6_0000
pcb_fr4_equivalent,0.8599368153576654,0.8599368153576654,0.32247630575912445,0.6618850016966462,correlated_log_uniform_axes,v6p1i6_0001
bt_substrate_with_vias,0.21103539517292566,0.21103539517292566,0.5170367181736678,0.6203451817855239,correlated_log_uniform_axes,v6p1i6_0001
silicon_interposer_tsv_0p1,121.62532517686486,121.62532517686486,121.89621270634234,0.054177505895495415,correlated_linear_axes,v6p1i6_0001
bump_underfill_under_interposer,0.5891888094706834,0.5891888094706834,4.811708610677248,0.4592572506517172,correlated_log_uniform_axes,v6p1i6_0001
silicon_die_lower,143.76429771073163,143.76429771073163,143.76429771073163,0.8752859542146325,isotropic_linear,v6p1i6_0001
tim_between_dies,2.66575365149615,2.66575365149615,2.66575365149615,0.40197617653757334,isotropic_log_uniform,v6p1i6_0001
silicon_die_upper,117.66781620681286,117.66781620681286,117.66781620681286,0.35335632413625717,isotropic_linear,v6p1i6_0001
tim_to_spreader,7.095549216255492,7.095549216255492,7.095549216255492,0.9679513601586223,isotropic_log_uniform,v6p1i6_0001
spreader,396.7570752603933,396.7570752603933,396.7570752603933,0.7838050173595548,isotropic_linear,v6p1i6_0001
