layer_id,background_kx_W_mK,background_ky_W_mK,background_kz_W_mK,sampling_latent,distribution,sample_id
pcb_fr4_equivalent,0.6455347647483748,0.6455347647483748,0.2420755367806405,0.01929450687021017,correlated_log_uniform_axes,v6p1if1_0000
bt_substrate_with_vias,0.16232619160855669,0.16232619160855669,0.39769916944096384,0.03234246280044317,correlated_log_uniform_axes,v6p1if1_0000
silicon_interposer_tsv_0p1,125.04103168845177,125.04103168845177,125.88120363652706,0.1680343896150589,correlated_linear_axes,v6p1if1_0000
bump_underfill_under_interposer,0.6023368972988046,0.6023368972988046,4.919084661273571,0.5087102307006717,correlated_log_uniform_axes,v6p1if1_0000
silicon_die_lower,141.48081843741238,141.48081843741238,141.48081843741238,0.8296163687482476,isotropic_linear,v6p1if1_0000
tim_between_dies,2.687949789933219,2.687949789933219,2.687949789933219,0.40676996391266584,isotropic_log_uniform,v6p1if1_0000
silicon_die_upper,112.25902489386499,112.25902489386499,112.25902489386499,0.24518049787729979,isotropic_linear,v6p1if1_0000
tim_to_spreader,3.5917467553615046,3.5917467553615046,3.5917467553615046,0.5743457674980164,isotropic_log_uniform,v6p1if1_0000
spreader,399.4643877958879,399.4643877958879,399.4643877958879,0.9642925197258592,isotropic_linear,v6p1if1_0000
pcb_fr4_equivalent,0.8112533548213724,0.8112533548213724,0.30422000805801463,0.5312997521832585,correlated_log_uniform_axes,v6p1if1_0001
bt_substrate_with_vias,0.2280942410386951,0.2280942410386951,0.5588308905448031,0.7945223245769739,correlated_log_uniform_axes,v6p1if1_0001
silicon_interposer_tsv_0p1,137.4980104342103,137.4980104342103,140.41434550657868,0.5832670144736767,correlated_linear_axes,v6p1if1_0001
bump_underfill_under_interposer,0.5642299353779969,0.5642299353779969,4.607877805586974,0.3622684823349118,correlated_log_uniform_axes,v6p1if1_0001
silicon_die_lower,105.72144608013332,105.72144608013332,105.72144608013332,0.11442892160266638,isotropic_linear,v6p1if1_0001
tim_between_dies,3.7686512244476678,3.7686512244476678,3.7686512244476678,0.6021412564441562,isotropic_log_uniform,v6p1if1_0001
silicon_die_upper,133.49470444954932,133.49470444954932,133.49470444954932,0.6698940889909863,isotropic_linear,v6p1if1_0001
tim_to_spreader,2.662710707261716,2.662710707261716,2.662710707261716,0.4013158706948161,isotropic_log_uniform,v6p1if1_0001
spreader,391.1482569994405,391.1482569994405,391.1482569994405,0.4098837999626994,isotropic_linear,v6p1if1_0001
pcb_fr4_equivalent,0.9565560600915974,0.9565560600915974,0.358708522534349,0.900476885959506,correlated_log_uniform_axes,v6p1if1_0002
bt_substrate_with_vias,0.19167211546569998,0.19167211546569998,0.46959668289096496,0.4046999430283904,correlated_log_uniform_axes,v6p1if1_0002
silicon_interposer_tsv_0p1,129.33946103788912,129.33946103788912,130.8960378775373,0.31131536792963743,correlated_linear_axes,v6p1if1_0002
bump_underfill_under_interposer,0.7483369459772578,0.7483369459772578,6.111418392147605,0.9950259206816554,correlated_log_uniform_axes,v6p1if1_0002
silicon_die_lower,113.34075112827122,113.34075112827122,113.34075112827122,0.26681502256542444,isotropic_linear,v6p1if1_0002
tim_between_dies,4.941743267913366,4.941743267913366,4.941743267913366,0.7588142128661275,isotropic_log_uniform,v6p1if1_0002
silicon_die_upper,115.3816320002079,115.3816320002079,115.3816320002079,0.307632640004158,isotropic_linear,v6p1if1_0002
tim_to_spreader,1.5722819117088713,1.5722819117088713,1.5722819117088713,0.09674899652600288,isotropic_log_uniform,v6p1if1_0002
spreader,386.48919308092445,386.48919308092445,386.48919308092445,0.09927953872829676,isotropic_linear,v6p1if1_0002
pcb_fr4_equivalent,0.7705207393639817,0.7705207393639817,0.28894527726149305,0.4158721901476383,correlated_log_uniform_axes,v6p1if1_0003
bt_substrate_with_vias,0.21322126135590716,0.21322126135590716,0.5223920903219726,0.6434346754103899,correlated_log_uniform_axes,v6p1if1_0003
silicon_interposer_tsv_0p1,148.3478966820985,148.3478966820985,153.07254612911493,0.9449298894032836,correlated_linear_axes,v6p1if1_0003
bump_underfill_under_interposer,0.5077506095076678,0.5077506095076678,4.146629977645954,0.1259375335648656,correlated_log_uniform_axes,v6p1if1_0003
