layer_id,background_kx_W_mK,background_ky_W_mK,background_kz_W_mK,sampling_latent,distribution,sample_id
pcb_fr4_equivalent,0.6958817798756898,0.6958817798756898,0.26095566745338367,0.18757345341145992,correlated_log_uniform_axes,v6p1i9_0000
bt_substrate_with_vias,0.19089174057902528,0.19089174057902528,0.467684764418612,0.39555848203599453,correlated_log_uniform_axes,v6p1i9_0000
silicon_interposer_tsv_0p1,136.53521860018373,136.53521860018373,139.291088366881,0.5511739533394575,correlated_linear_axes,v6p1i9_0000
bump_underfill_under_interposer,0.5304138786100503,0.5304138786100503,4.331713341982077,0.22378307674080133,correlated_log_uniform_axes,v6p1i9_0000
silicon_die_lower,147.72085389122367,147.72085389122367,147.72085389122367,0.9544170778244734,isotropic_linear,v6p1i9_0000
tim_between_dies,6.110211372299114,6.110211372299114,6.110211372299114,0.8815177194774151,isotropic_log_uniform,v6p1i9_0000
silicon_die_upper,115.83693688735366,115.83693688735366,115.83693688735366,0.3167387377470732,isotropic_linear,v6p1i9_0000
tim_to_spreader,6.77309695496103,6.77309695496103,6.77309695496103,0.9410630939528346,isotropic_log_uniform,v6p1i9_0000
spreader,387.8541943663731,387.8541943663731,387.8541943663731,0.19027962442487478,isotropic_linear,v6p1i9_0000
pcb_fr4_equivalent,0.9531216885200952,0.9531216885200952,0.3574206331950356,0.8924174746498466,correlated_log_uniform_axes,v6p1i9_0001
bt_substrate_with_vias,0.21553470838954283,0.21553470838954283,0.5280600355543801,0.6676153969019651,correlated_log_uniform_axes,v6p1i9_0001
silicon_interposer_tsv_0p1,129.72569162026048,129.72569162026048,131.34664022363722,0.32418972067534924,correlated_linear_axes,v6p1i9_0001
bump_underfill_under_interposer,0.6542972075150022,0.6542972075150022,5.343427194705851,0.6941172806546092,correlated_log_uniform_axes,v6p1i9_0001
silicon_die_lower,102.98825385980308,102.98825385980308,102.98825385980308,0.05976507719606161,isotropic_linear,v6p1i9_0001
tim_between_dies,2.231643576486868,2.231643576486868,2.231643576486868,0.2992150066420436,isotropic_log_uniform,v6p1i9_0001
silicon_die_upper,128.0285656452179,128.0285656452179,128.0285656452179,0.5605713129043579,isotropic_linear,v6p1i9_0001
tim_to_spreader,2.0454045897249404,2.0454045897249404,2.0454045897249404,0.24883545096963644,isotropic_log_uniform,v6p1i9_0001
spreader,397.45991876814514,397.45991876814514,397.45991876814514,0.8306612512096763,isotropic_linear,v6p1i9_0001
pcb_fr4_equivalent,0.8766646324774294,0.8766646324774294,0.32874923717903604,0.7050536256283522,correlated_log_uniform_axes,v6p1i9_0002
bt_substrate_with_vias,0.1620228213276149,0.1620228213276149,0.39695591225265653,0.028150897473096848,correlated_log_uniform_axes,v6p1i9_0002
