sample_id,sobol_index,sobol_dimensions_consumed,continuous_severity,package_total_power_W,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,upper_source_count,cross_family_overlap_pair_count,power_base_W,power_top_h_factor,power_independent_latent,power_independent_multiplier,total_source_area_fraction,mean_source_area_fraction,source_area_cv,mean_source_aspect_ratio,source_centroid_spread,source_upper_fraction,cross_family_overlap_fraction,q_proxy_mean_W_m3,q_proxy_max_W_m3,mean_local_k_W_mK,local_k_log_std,background_kz_pcb_fr4_equivalent_W_mK,background_kz_bt_substrate_with_vias_W_mK,background_kz_silicon_interposer_tsv_0p1_W_mK,background_kz_bump_underfill_under_interposer_W_mK,background_kz_silicon_die_lower_W_mK,background_kz_tim_between_dies_W_mK,background_kz_silicon_die_upper_W_mK,background_kz_tim_to_spreader_W_mK,background_kz_spreader_W_mK,split_role
v6p1i15_0000,0,115,0.7946309735998511,8.838611644886583,742.7831035615299,45.832941025474966,10,3,2,0,9.376117794098981,0.871610613297406,0.697941237129271,1.0815297927357526,0.11107695476899618,0.011107695476899618,0.22613680306310222,1.1863223090193558,0.3917058997514133,0.2,0.0,5324101703.87922,6879961543.868714,75.43180569290537,0.34421828242825214,0.2547159465378491,0.5692485385770413,151.89655236434191,6.083075110805379,105.27303046546876,5.182843147695619,113.70544997043908,2.5392902809912328,387.1473705722019,valid_iid
v6p1i15_0001,1,65,0.48814758844673634,8.074574578322553,1233.023740734564,73.139908707887,4,4,3,0,9.069858986905112,1.2680235905112194,0.07648780662566423,0.7020883745331055,0.053704765708191306,0.013426191427047826,0.25485185167874974,1.243212997289085,0.4005845574190244,0.75,0.0,9955062808.334892,10936908231.279537,152.63430568927646,1.0591425707125004,0.35500210726447984,0.45836624803345466,125.45656260568649,4.215101889904304,147.28804798796773,3.0528234577814866,128.90276508405805,4.305362469060778,397.4393836641684,valid_iid
v6p1i15_0002,2,103,0.24222246557474136,6.754284120355596,1052.4285945175714,139.75423823212637,7,4,5,0,5.138396251085147,1.1278590186610566,0.8054379401728511,1.1654587762707345,0.07593901066441007,0.010848430094915724,0.15472281816696426,1.23646756632917,0.2897925934666127,0.7142857142857143,0.0,5896288585.607598,8124573217.258554,121.00241094047689,1.097482467364805,0.3278085843263344,0.49175610108336615,137.50133817549795,5.04842360732655,127.60850824415684,1.5426521739480261,105.68912434391677,5.030626361245793,394.20828415546566,train
v6p1i15_0003,3,71,0.5374999241903424,6.317982065396543,628.8822896687143,23.992326265139262,5,4,1,0,9.10883286305398,0.7706389545154629,0.4337442433461547,0.9000459817389797,0.06312366630153987,0.012624733260307974,0.2728381409734247,1.2203886144075362,0.22885094333190847,0.2,0.0,6652410274.712521,8149808031.116719,90.40721449161315,0.5651110728436296,0.29196052932387195,0.40187287275717076,130.7533876458183,4.41874696879084,119.8677618522197,4.090302441367483,139.25148863345385,1.9226112889813938,391.4338444499299,train
v6p1i15_0004,4,71,0.6712870802730322,17.437074318583093,1459.3690457929647,153.40657307695997,3,6,1,0,9.238009704074438,1.4363667493468475,0.9780932357534766,1.3141043757236068,0.031140760771739166,0.010380253590579721,0.026028465620849588,1.3417109645021827,0.4072637316354003,0.3333333333333333,0.0,37263449015.088615,44233878898.63308,159.15870816515172,1.1926972497228168,0.2805034579897164,0.5352905828338793,122.13888859841973,4.680886434278098,117.97375935129821,7.450598928526172,110.99802148528397,7.2951309188041975,394.9211913952604,train
v6p1i15_0005,5,100,0.11039225291460752,3.3951149382420964,872.1740441348725,30.41291258047533,9,4,5,1,4.054070238953461,0.9815373429343393,0.3568823290988803,0.8532108813085165,0.1181362980649369,0.013126255340548544,0.23906442691740043,1.1955360283801253,0.35358537211833263,0.5555555555555556,0.027777777777777776,1945580443.8243914,2182798885.397359,75.69182958811578,0.7272081970011354,0.31488463590088916,0.43749423901762424,146.38737527187914,5.331700423539366,135.33059461042285,2.233165016516994,146.4052108116448,1.4185574502220533,390.2569928346202,test_iid
v6p1i15_0006,6,71,0.3699930617585778,5.731992571823849,575.8037809643373,50.32509009217035,6,3,4,0,8.265781478440033,0.7219814112707792,0.5272403853014112,0.9604962712115253,0.06477334952830084,0.010795558254716807,0.18365072888685094,1.1853925515909702,0.2281529825189006,0.6666666666666666,0.0,5951767604.239474,7684741719.328403,74.60604281019494,0.7337126273486642,0.3410463983391749,0.5846192301336279,134.0705953957513,3.9807818388452376,139.7727059200406,1.6930484542541169,119.38746902160347,2.556465491341411,385.98596803378314,train
v6p1i15_0007,7,118,0.9108285568654537,7.360029003701145,955.9737341223525,92.73691994265815,8,8,5,2,9.447427922155578,1.0504532198148868,0.15530081186443567,0.741633300304657,0.10255722049317698,0.012819652561647122,0.2081926966485549,1.1111776790931183,0.37773959287471837,0.625,0.03125,4780230175.9396,6734018689.320645,152.04607938877206,0.674800037090674,0.24474937823632475,0.47079082076520956,143.01112129818648,5.7674131904742465,106.88549601472914,3.5202872890538774,135.6604704633355,3.5872790034746687,398.1382151180878,valid_iid
v6p1i15_0008,8,80,0.8232921846210957,5.570864835137818,584.2385908841188,104.26566640969163,6,2,2,0,9.395852876667908,0.7297892631650891,0.28644824121147394,0.8124355971525644,0.0725371900500336,0.0120895316750056,0.2703986397640518,1.284659572148833,0.320484422504049,0.3333333333333333,0.0,5079160526.892358,5857390844.281617,127.8929175037649,0.9418748231752696,0.24679993512747184,0.5105181138941364,136.25695165712386,5.1970029636301165,144.1114790737629,4.644121390818224,106.56014527194202,6.297384234241927,396.1536009609699,train
v6p1i15_0009,9,92,0.39588285330682993,13.26200394037498,1132.4965930817812,60.7684448727026,8,2,2,0,8.899474628864136,1.1907170043492366,0.9079035865142941,1.251515485283333,0.09049787307894082,0.011312234134867602,0.2785714905788561,1.1695370081694012,0.33429799152056944,0.25,0.0,9388964613.579803,11421537687.463022,89.94838857590628,1.0188818145530665,0.34652728128011845,0.4114697819489538,145.19774250220507,4.802108888193864,101.80347193963826,1.4292372504082789,147.70654495805502,1.5256021952257663,389.6107510756701,train
