sample_id,split_role,family,block_index,layer,k_x_W_mK,k_y_W_mK,k_z_W_mK,control_volume_count,source_power_W,power_fraction,source_volume_m3,surface_power_density_W_cm2,q_W_m3
v6p1i12_0000,valid_iid,k,0,silicon_die_lower,363.74078050028714,363.74078050028714,363.74078050028714,336,,,,,
v6p1i12_0000,valid_iid,k,1,silicon_die_lower,390.6661689710652,390.6661689710652,390.6661689710652,392,,,,,
v6p1i12_0000,valid_iid,k,2,silicon_die_upper,39.589647172230436,39.589647172230436,39.589647172230436,360,,,,,
v6p1i12_0000,valid_iid,k,3,silicon_die_lower,30.9740844673762,30.9740844673762,30.9740844673762,720,,,,,
v6p1i12_0000,valid_iid,q,0,silicon_die_lower,,,,576,0.7681013826863484,0.14017210216151801,2.6367187500000006e-10,41.03898303205769,2913095614.3363724
v6p1i12_0000,valid_iid,q,1,silicon_die_lower,,,,336,0.6677765420408587,0.12186365469705084,1.5380859374999997e-10,64.87993052123004,4341607486.030726
v6p1i12_0000,valid_iid,q,2,silicon_die_upper,,,,504,0.9105954249903638,0.1661760775552224,2.2590637207031226e-10,65.12381604883838,4030853209.8729177
v6p1i12_0000,valid_iid,q,3,silicon_die_lower,,,,336,0.409329915546591,0.0746992988596036,1.5380859374999992e-10,43.56097218865821,2661294181.07752
v6p1i12_0000,valid_iid,q,4,silicon_die_lower,,,,288,0.42556848255545626,0.07766270203141222,1.3183593749999993e-10,52.17029430646871,3228015749.1613884
v6p1i12_0000,valid_iid,q,5,silicon_die_lower,,,,336,0.7173567731720625,0.13091163375289988,1.5380859374999997e-10,69.08882148272485,4663957687.163124
v6p1i12_0000,valid_iid,q,6,silicon_die_upper,,,,336,0.8601186548653321,0.15696448760338053,1.5060424804687488e-10,71.93236229089753,5711118152.50805
v6p1i12_0000,valid_iid,q,7,silicon_die_lower,,,,280,0.7208550676127888,0.13155004333891257,1.2817382812499994e-10,72.6688991395344,5624042584.651399
v6p1i12_0001,train,k,0,silicon_die_lower,174.59840683223726,174.59840683223726,174.59840683223726,960,,,,,
v6p1i12_0001,train,k,1,silicon_die_lower,137.03947631598461,137.03947631598461,137.03947631598461,560,,,,,
v6p1i12_0001,train,k,2,silicon_die_lower,98.53790752804147,98.53790752804147,98.53790752804147,480,,,,,
v6p1i12_0001,train,k,3,silicon_die_lower,381.6808548583024,381.6808548583024,381.6808548583024,968,,,,,
v6p1i12_0001,train,k,4,silicon_die_upper,234.12325767130946,234.12325767130946,234.12325767130946,384,,,,,
v6p1i12_0001,train,k,5,silicon_die_lower,98.67794703891452,98.67794703891452,98.67794703891452,800,,,,,
v6p1i12_0001,train,k,6,silicon_die_lower,22.546113548764197,22.546113548764197,22.546113548764197,880,,,,,
v6p1i12_0001,train,q,0,silicon_die_lower,,,,240,1.333167342042112,0.11137860843485256,1.0986328124999981e-10,153.44171842298095,12134785406.676666
v6p1i12_0001,train,q,1,silicon_die_upper,,,,576,2.6820054168605467,0.2240664181640511,2.5817871093749965e-10,176.9443242092587,10388174172.539778
v6p1i12_0001,train,q,2,silicon_die_upper,,,,504,1.5087613058230605,0.12604849324130485,2.259063720703124e-10,104.96530305682386,6678701853.321184
v6p1i12_0001,train,q,3,silicon_die_upper,,,,512,2.8320400478967214,0.2366009649496397,2.2949218749999977e-10,171.0297741497026,12340463868.281897
v6p1i12_0001,train,q,4,silicon_die_lower,,,,576,1.8268863974569307,0.15262604948425637,2.6367187499999996e-10,113.11186124078365,6928635818.503324
v6p1i12_0001,train,q,5,silicon_die_lower,,,,576,1.786828829520399,0.14927946572589534,2.636718749999999e-10,106.40340452988303,6776713783.06996
v6p1i12_0002,train,k,0,silicon_die_lower,67.59320236667398,67.59320236667398,67.59320236667398,792,,,,,
v6p1i12_0002,train,k,1,silicon_die_upper,365.71763122027966,365.71763122027966,365.71763122027966,384,,,,,
v6p1i12_0002,train,k,2,silicon_die_upper,79.95382527098619,79.95382527098619,79.95382527098619,1056,,,,,
v6p1i12_0002,train,k,3,silicon_die_upper,165.1056081021063,165.1056081021063,165.1056081021063,432,,,,,
v6p1i12_0002,train,k,4,silicon_die_lower,309.2284750424186,309.2284750424186,309.2284750424186,432,,,,,
v6p1i12_0002,train,k,5,silicon_die_upper,34.3778513778438,34.3778513778438,34.3778513778438,968,,,,,
v6p1i12_0002,train,k,6,silicon_die_upper,61.53466182008457,61.53466182008457,61.53466182008457,704,,,,,
v6p1i12_0002,train,k,7,silicon_die_upper,73.04237587590306,73.04237587590306,73.04237587590306,504,,,,,
v6p1i12_0002,train,q,0,silicon_die_upper,,,,384,0.870870721001581,0.1381013593670233,1.721191406249998e-10,74.92064201245186,5059697125.138269
v6p1i12_0002,train,q,1,silicon_die_lower,,,,432,0.7695520496306201,0.12203439798210265,1.9775390624999986e-10,64.87279339800337,3891463204.0580516
v6p1i12_0002,train,q,2,silicon_die_lower,,,,288,0.4542007983171938,0.07202647437848331,1.3183593749999995e-10,62.49312922388047,3445197166.4948635
v6p1i12_0002,train,q,3,silicon_die_lower,,,,392,1.0307475418628447,0.16345438336905369,1.794433593749999e-10,92.3455641176907,5744138682.2724
v6p1i12_0002,train,q,4,silicon_die_lower,,,,288,0.903774039120133,0.1433191176981699,1.3183593749999985e-10,95.67232569830608,6855293452.289017
v6p1i12_0002,train,q,5,silicon_die_upper,,,,392,0.7061087896018423,0.11197366193786741,1.7570495605468736e-10,60.92720060371591,4018718683.0522256
v6p1i12_0002,train,q,6,silicon_die_upper,,,,280,0.5108256372189564,0.08100595553187245,1.2550354003906235e-10,59.568596800253296,4070208992.1922874
v6p1i12_0002,train,q,7,silicon_die_upper,,,,280,0.48108875665495193,0.07629032607024497,1.255035400390623e-10,60.436034700922086,3833268420.1992683
v6p1i12_0002,train,q,8,silicon_die_upper,,,,336,0.578857363899624,0.09179432366518225,1.5060424804687488e-10,57.971299365043265,3843565977.763504
v6p1i12_0003,test_iid,k,0,silicon_die_upper,33.32134822434558,33.32134822434558,33.32134822434558,648,,,,,
v6p1i12_0003,test_iid,k,1,silicon_die_lower,355.80676576822367,355.80676576822367,355.80676576822367,512,,,,,
v6p1i12_0003,test_iid,k,2,silicon_die_lower,30.55465738022935,30.55465738022935,30.55465738022935,800,,,,,
v6p1i12_0003,test_iid,k,3,silicon_die_lower,69.1868106645616,69.1868106645616,69.1868106645616,880,,,,,
v6p1i12_0003,test_iid,k,4,silicon_die_lower,168.02264476013264,168.02264476013264,168.02264476013264,720,,,,,
v6p1i12_0003,test_iid,k,5,silicon_die_upper,22.81196959945385,22.81196959945385,22.81196959945385,800,,,,,
v6p1i12_0003,test_iid,k,6,silicon_die_lower,155.40609204211503,155.40609204211503,155.40609204211503,880,,,,,
v6p1i12_0003,test_iid,q,0,silicon_die_lower,,,,336,2.5629200584613154,0.24852154195461298,1.5380859374999992e-10,280.50590417199635,16663048507.075481
v6p1i12_0003,test_iid,q,1,silicon_die_upper,,,,336,3.529677878504804,0.34226623108008325,1.5060424804687488e-10,332.2442847050034,23436775019.82685
