sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i4_0000,train,0,3.0472217875956202,0.019540000706911087,945.7380442378188,41.79482675648484,4,3,9.67941284179687e-10,3112150528.3608217,3792042802.189007,47.890692122029634,36.97304944936195,29.938679662771587,30.013832125633403,0.9655169121988175,0.03448308780846623,-7.283796301360267e-12,9.140718615484141e-11,1567,25,cbb3e9ff0bb1ae156513bfbde97f1422c7f9a6cc6e4bbea63094d03cf84f673d,4ae92b2d6bb4362e84fc135363ab14fadebdd9e00011f6d2052f273e0e1030f3
v6p1i4_0001,valid_iid,1,5.888130224985676,0.557317566126585,545.6171626493688,119.90662260298345,8,3,1.273040771484374e-09,4708275739.522377,6190652502.792487,98.11598699629938,102.17367884525663,84.09123773592576,85.46095460507591,0.8985186542088057,0.10148134582570902,-3.451472794770754e-11,7.21235679850458e-11,1358,11,f6ee51dc714fb5cae2ced274bbb3c57a84f49729b567be8d92a05bd4971568b6,93e2ac640de9a7ead0eb0e59fd887f3e5885ea7e71050f6cac7327128971d746
v6p1i4_0002,valid_iid,2,6.986673960382689,0.8529678368940949,732.9236639578709,67.89873684042418,5,8,9.404754638671871e-10,7608870377.752287,10309000975.99096,111.82463550378166,99.20669015322073,83.1730193467063,83.69205029355035,0.941228019104886,0.0587719809166545,-2.1540507686639598e-11,8.875908195812773e-11,1532,9,2057ee5f2bdf45ffc7db58a0a66040be81ca228f42fc9200542a441ea0b1e5f4,c5626324827e71ab89b3c403aa01e95adb58c2fdc91d02d5311162e1ca9f2d22
v6p1i4_0003,valid_iid,3,6.895462589975622,0.3200811306014657,1259.5980119773383,23.313933041023663,9,2,1.454772949218749e-09,4732767307.694866,6316193238.873236,241.16214525765008,62.01017749512499,53.64307058627817,53.68907647135672,0.9834594769353048,0.01654052305080805,1.3887177398361854e-11,1.0351812386886916e-10,1629,10,9c5794777f7d1d52ef5c63c5b1b223b10d9aa75ecaddbd2e0424c8db471d963a,8d01da831c3af3c76a4d1c04e4a93934ccfff801714ca286c6355b24426ecb12
v6p1i4_0004,train,4,4.577933363465144,0.39631662517786026,604.1982077046441,100.80630247845782,7,2,1.313095092773437e-09,3602807832.6569743,4936384810.340446,77.70031094619362,74.25403428559179,62.22468680906057,62.74045186924171,0.9036410507385406,0.09635894928981457,-2.8355140161920888e-11,8.93601948198282e-11,1551,19,29d17c6ee2989dfdc6e72513f498d251cab6433a41abcaadcf052bb7c2620763,ac84f40c5234771a1cfa6ccdee9990e286fc951334bda4905b19345296a96342
v6p1i4_0005,train,5,11.414702162748021,0.9330109506845474,1147.5356313156308,27.955200191786865,3,8,5.308532714843746e-10,21208053856.38113,27096398475.038357,117.16358672100694,142.68258620871762,96.36241637579944,96.619254048834,0.9795532289490596,0.020446771075035168,-2.4094729603124084e-11,1.0254124569602029e-10,1709,10,2f1cc2c8af0ef6601f8a6295844f6acdd722dba8ff1827350dc4607b78c9d7f6,b1df49488b14fda5c8d7bf2110476664a318002a43e0a61d30b1d2caa909ccf9
v6p1i4_0006,train,6,7.590927900477215,0.727196385152638,1499.81750708368,49.94712293621981,10,7,1.817779541015624e-09,4285669434.5314775,5822642908.555837,55.47738352564769,60.14526792667391,48.24016941151487,48.4017071909264,0.9744611459452269,0.02553885406337429,-8.601209525679652e-12,1.0236286276047048e-10,1534,8,4e0884caf394528741bbd6bfd043914bb766f117393d5ba4ba242114d8d4b0a6,b0043ee2e1b895461e359cc03dd3687385eb5d3732e1ffc0367b9835bdecd7d9
v6p1i4_0007,train,7,4.733328869028601,0.19343979377299547,826.847387826739,178.218060317079,6,7,1.132812499999999e-09,4111607823.851232,5395950363.164715,82.5974030285639,56.98878691302468,44.31325124571176,45.34199562688081,0.914420639804569,0.08557936021128058,-1.584959012218327e-11,8.196545022492054e-11,1354,11,5b4159e2114dcd4c052476acb242153b73a08d003984d78f501bd1500fe9fb72,6e575f825fb1d4c6bac0678c9317f3c2ffdeb842adccc3e18a5dc887d2cad4fb
v6p1i4_0008,train,8,5.7578837407390715,0.07530795130878687,1310.5480528123217,165.50220861242113,10,6,1.8494415283203113e-09,3160362501.3646636,4182449853.833201,84.49726723693546,47.2534057841865,36.487866848664325,37.1112688337346,0.9413388076611489,0.05866119234233133,-3.4802087569576826e-12,9.952651487608156e-11,1457,10,806adabaf2a1898d0a66c30806ab03db2a26b9162c58602e87372b6824756811,84307572d4c3771349c8a3b3adb509cd2f1db20b079d2ffe94b69ee5ab3dd227
v6p1i4_0009,train,9,5.444385931751675,0.5973461950197816,704.281440526115,61.071541758366926,6,6,1.0100555419921869e-09,5293032364.700095,6808841046.594268,182.7323635348681,85.70899050636882,68.52370072860015,68.88231704613565,0.9413592558122501,0.05864074422291683,-3.5166921093854794e-11,9.007756608222068e-11,1759,6,a7c483b1159acf6d82018d03175877dbb2c578507e84331c7bd0ecc5bac166fe,6a41f8ec4465fa307239af1202193d89f8451e4716522711c55d177ff34ec3d2
