sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i15_0000,valid_iid,0,8.838611644886583,0.7946309735998511,742.7831035615299,45.832941025474966,10,3,1.6415405273437493e-09,5355058959.470512,6342295492.847225,75.43180569290537,124.16553637955974,108.10588607960769,108.47983355046289,0.9553801069993628,0.04461989301961252,-1.8975398062537996e-11,8.112470742030794e-11,1526,9,c0b8073b60fa7b505e96cd847c705827be45531f1703e0870beb8e52cd7207bd,cadc288bc7d900952ec6f4da16c7c0b6ebdfb4e0070d9c38a5968a5021f98ec4
v6p1i15_0001,valid_iid,1,8.074574578322553,0.48814758844673634,1233.023740734564,73.139908707887,4,4,8.353424072265616e-10,9654538970.654732,11242421995.844112,152.63430568927646,75.7416180528669,58.063808074663626,58.44430829077554,0.9604922397891315,0.0395077602074268,3.441693962255839e-12,1.0201309249568054e-10,1494,22,1fd96f2d8b3c9202c38d2872acc5605ce2b020dc6a54588a543518f1ecf5715e,1696a718e081be7bc6530725ffd0bf200c10679e4918ea17d4627a1c8f66c20c
v6p1i15_0002,train,2,6.754284120355596,0.24222246557474136,1052.4285945175714,139.75423823212637,7,4,1.1045837402343746e-09,6089837463.937888,8361833650.253941,121.00241094047689,70.51707770005339,52.90629332013582,53.70410595793769,0.9342311603693483,0.06576883964736768,-1.6715961384211965e-11,9.171193144775662e-11,1525,16,44e8e216c8dbc262c5cac49fd995818b1263983d358798d97e441009da518b06,4118bff72fa19d0b175914933e2368b6764f4039498f260879a66c36d862666b
v6p1i15_0003,train,3,6.317982065396542,0.5374999241903424,628.8822896687143,23.992326265139262,5,4,9.63363647460937e-10,6567519984.888263,8190063737.120064,90.40721449161315,111.89745258514114,94.79005910126195,94.91986473076467,0.9680125153087284,0.03198748466047001,3.080154533348075e-11,8.770646852085866e-11,1654,15,15ebcaf352db8245dafeb0962d45591d17a0fd5c6b71f6d2d4cd6eb6ff5b7a38,5c3a56c9fe99ff673f0d48895e7f5fac16ecf743716a567a0931a7154170b8c1
v6p1i15_0004,train,4,17.437074318583093,0.6712870802730322,1459.3690457929647,153.40657307695997,3,6,4.792785644531244e-10,36533589904.9404,39627763415.81699,159.15870816515172,147.4087942912799,99.56215759516063,101.3813200371149,0.9517615660181075,0.048238433985229125,-3.336550744137359e-12,1.0863585592374505e-10,1328,12,104954f29bcac469023711134db4b87872a67f1ff6fd360a8b3aff32c4d8aa6f,264b3725fa8a91c90b1aa65bc44a69ff9ad0c965b0ecb317f72e284663f4d697
v6p1i15_0005,test_iid,5,3.3951149382420964,0.11039225291460752,872.1740441348725,30.41291258047533,9,4,1.744537353515624e-09,2004860371.209206,2274570289.8859825,75.69182958811578,42.44846320147394,37.07133840029055,37.129442564455914,0.9709503683038799,0.029049631650565247,4.555478767633925e-11,9.721632444650841e-11,1687,8,c41b2e0f21d8caed21a8abf0c98cae8042fabeb9dee8a366d1a1e32dc3c0a4e9,e5b01c7b09806c0dd4cc6d97f54fb05ee7de684a111706c312def56afbb117bd
v6p1i15_0006,train,6,5.731992571823849,0.3699930617585778,575.8037809643373,50.32509009217035,6,3,9.602355957031245e-10,6039409455.259698,8401220583.901955,74.60604281019494,104.75679138859397,88.5116368573515,88.78575227009163,0.9363870038011401,0.06361299620868058,-9.820770177521121e-12,8.669715726735353e-11,1630,15,ff04d1f5b7d6756a43f2d43a53e6cf193d56d1cd1aa7fd3ac77111af15cb2e16,4ec9008cdee265c523db5834627bd011d4b7b08ff0f731d826c3937e7df57371
v6p1i15_0007,valid_iid,7,7.360029003701143,0.9108285568654537,955.9737341223525,92.73691994265815,8,8,1.5601348876953112e-09,4717667457.278191,6630325752.188686,152.04607938877206,81.36130494253047,65.71294745125905,66.45750039195033,0.9469805198566641,0.05301948016902352,-2.5687668919795145e-11,8.980951454424486e-11,1488,7,9b23681495b6f81bc22403c8c20289d63c695f0054998cd873cd83e2589aaeac,6c41acd8601370abf8c34be1d6bddc1487127fd76827b6aec9fc5cbdc07b44d8
v6p1i15_0008,train,8,5.570864835137818,0.8232921846210957,584.2385908841188,104.26566640969163,6,2,1.0372924804687493e-09,5330601543.741821,5970732320.823623,127.8929175037649,94.85909877044293,77.28047886631525,78.27156959798756,0.910933630215135,0.08906636979845804,-1.3592979010381484e-11,8.068434782286649e-11,1385,19,cc6a1bec94ab2f68a606c02cf069a5790e276ca4a127246316ef36daed5205b5,fb93c17660c31809dc00709bbf73c4d8bcedbb9c712ec85ccee528ebb6e280fc
v6p1i15_0009,train,9,13.26200394037498,0.39588285330682993,1132.4965930817812,60.7684448727026,8,2,1.4286804199218745e-09,9012832460.977966,10992287195.300121,89.94838857590628,137.674567679679,108.32473314473334,108.82587076351425,0.9608899038792393,0.039110096145786845,-2.502616247730621e-11,9.916783313950554e-11,1669,12,217888b5caf31816aae47dc3a2b64e9c236f3f58b89b63078c89c902360148ae,2d72ad4a83f7496baaedb51c6f515af095bb5c17e40be8f5afaeba349beb4494
