layer_id,background_kx_W_mK,background_ky_W_mK,background_kz_W_mK,sampling_latent,distribution,sample_id
pcb_fr4_equivalent,0.9256195708693286,0.9256195708693286,0.34710733907599817,0.8268111292272806,correlated_log_uniform_axes,v6p1i14_0000
bt_substrate_with_vias,0.19078826299953827,0.19078826299953827,0.4674312443488688,0.39434352051466703,correlated_log_uniform_axes,v6p1i14_0000
silicon_interposer_tsv_0p1,136.701217610389,136.701217610389,139.48475387878716,0.5567072536796331,correlated_linear_axes,v6p1i14_0000
bump_underfill_under_interposer,0.6840532982829308,0.6840532982829308,5.586435269310601,0.793770938180387,correlated_log_uniform_axes,v6p1i14_0000
silicon_die_lower,134.50973336584866,134.50973336584866,134.50973336584866,0.6901946673169732,isotropic_linear,v6p1i14_0000
tim_between_dies,2.0302406957353103,2.0302406957353103,2.0302406957353103,0.24453345965594053,isotropic_log_uniform,v6p1i14_0000
silicon_die_upper,111.08743553049862,111.08743553049862,111.08743553049862,0.22174871060997248,isotropic_linear,v6p1i14_0000
tim_to_spreader,2.587712274032566,2.587712274032566,2.587712274032566,0.3847985118627548,isotropic_log_uniform,v6p1i14_0000
spreader,397.6152767287567,397.6152767287567,397.6152767287567,0.8410184485837817,isotropic_linear,v6p1i14_0000
pcb_fr4_equivalent,0.6921952446503333,0.6921952446503333,0.25957321674387496,0.17567141074687243,correlated_log_uniform_axes,v6p1i14_0001
bt_substrate_with_vias,0.24869346333317055,0.24869346333317055,0.6092989851662679,0.9882590137422085,correlated_log_uniform_axes,v6p1i14_0001
silicon_interposer_tsv_0p1,122.01958981342614,122.01958981342614,122.35618811566383,0.0673196604475379,correlated_linear_axes,v6p1i14_0001
bump_underfill_under_interposer,0.5183922457931236,0.5183922457931236,4.233536673977175,0.17241386231034994,correlated_log_uniform_axes,v6p1i14_0001
silicon_die_lower,104.96350945904851,104.96350945904851,104.96350945904851,0.09927018918097019,isotropic_linear,v6p1i14_0001
tim_between_dies,6.719813973829407,6.719813973829407,6.719813973829407,0.9364970689639449,isotropic_log_uniform,v6p1i14_0001
silicon_die_upper,142.33168829232454,142.33168829232454,142.33168829232454,0.8466337658464909,isotropic_linear,v6p1i14_0001
tim_to_spreader,5.430986203377584,5.430986203377584,5.430986203377584,0.8133908836171031,isotropic_log_uniform,v6p1i14_0001
spreader,386.6253140568733,386.6253140568733,386.6253140568733,0.10835427045822144,isotropic_linear,v6p1i14_0001
pcb_fr4_equivalent,0.7346443036489173,0.7346443036489173,0.275491613868344,0.30903484392911196,correlated_log_uniform_axes,v6p1i14_0002
bt_substrate_with_vias,0.16608846990807102,0.16608846990807102,0.40691675127477406,0.08368331100791693,correlated_log_uniform_axes,v6p1i14_0002
silicon_interposer_tsv_0p1,145.01023365184665,145.01023365184665,149.17860592715442,0.8336744550615549,correlated_linear_axes,v6p1i14_0002
bump_underfill_under_interposer,0.6492469888438975,0.6492469888438975,5.302183742225163,0.6767551805824041,correlated_log_uniform_axes,v6p1i14_0002
silicon_die_lower,121.9601905439049,121.9601905439049,121.9601905439049,0.439203810878098,isotropic_linear,v6p1i14_0002
tim_between_dies,3.5036284635856103,3.5036284635856103,3.5036284635856103,0.5599853787571192,isotropic_log_uniform,v6p1i14_0002
silicon_die_upper,121.97203719988465,121.97203719988465,121.97203719988465,0.43944074399769306,isotropic_linear,v6p1i14_0002
