sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i5_0000,train,0,8.627728669665789,0.7385316975414753,704.4803916514077,38.91659982004957,3,4,6.000518798828121e-10,14393798328.328848,18821924933.41839,102.75145566185668,154.04257252996263,113.89600467646692,114.1554537342151,0.9555304058333858,0.04446959419449464,-2.7880361666789297e-11,8.94714339160542e-11,1728,29,5761fba0cd24075977823f7090bf3959c4fdd0d34cd55ee7a7b232f6856b6f5a,b03206538c03e09d9cbda7c2ed1bd1f07e88307a6ec718467c459cb27f3c3861
v6p1i5_0001,test_iid,1,5.082568568390117,0.4151365589350462,998.9470131215515,123.58621849152723,7,2,1.2246704101562493e-09,4243289799.289935,5186760663.643493,79.35924308712951,55.38984672923095,41.98931052026928,42.65139928842555,0.9390497135437316,0.06095028645984186,-3.573439145533892e-12,9.29414099636078e-11,1529,20,6d9917b63a3488c97a3adba9c649d0881641064fafc94b760255231ac60a29fd,75d96e8c89d430a7d2070396e0fb412ee36913dc49ff58ecbc2e3ffe20f9c843
v6p1i5_0002,train,2,6.035158130838607,0.09542701486498117,1578.3245098448244,105.41994100455332,5,4,8.747863769531245e-10,6989686570.522438,8191822291.135247,100.45380937233469,43.88114536963644,33.194416289891464,33.58363502398503,0.9633156328351684,0.03668436717712784,-1.2296267037454013e-11,1.0468524973037421e-10,1418,17,e2794ba4e001f02ee14283534b5e999987224e437eb02ea59b037d40df9984f2,36fc21b92aecfe84a045ca72ff715df3a1ab33a014bfe6bfad51801dd30419b2
v6p1i5_0003,train,3,6.499240165392171,0.8095081923529506,621.4087793835865,33.30659683905672,9,4,1.679382324218749e-09,3906894608.141742,4830154767.04021,225.8628153579301,107.85584789797997,95.88065714111968,96.067812455433,0.9577771571974706,0.04222284278855208,1.3977369020457446e-11,8.870609654424399e-11,1575,9,c7af32abd521ab5bc6b5d662582f43dbf91fed51c8bb206dd62deafdb5112621,cdcebca61c263b81a0ee3e8f21520114f2339f64757a53d001df4071b7a4583e
v6p1i5_0004,test_iid,4,10.9380786868527,0.954533607698977,1086.6402803753028,77.81535229524027,8,5,1.4044189453124995e-09,7786087535.517795,10292338812.794416,99.3896890864651,109.740492330454,88.42290378586696,89.05182280737063,0.9543644277793334,0.045635572212001145,8.665412086763262e-12,8.989520141094958e-11,1467,15,47b193629154d55aef6452d84894bb8262cc910c6f2b48e06ec61e9ae473c449,ecaca735ad397ee7855ca04c07f9e70e8424e905cd0c8386f47ae1e35a91c5a4
v6p1i5_0005,train,5,3.8703082224477026,0.1368767572566867,870.134381636301,24.698082623162115,4,4,7.616424560546871e-10,5033833563.079076,6490237985.306774,114.35374309653707,53.27531423497999,42.88559867025443,42.94419205010075,0.9759661441733141,0.024033855818237755,8.448217602972297e-12,9.794844393941165e-11,1702,23,1a564b09c422b4472271dbdc1b30edb6cd9fa2e7a0a856b38fec998feeb9539e,279f4e729e74cd61ac0edc744d472f5aaf7d6a3a63f8523a2bdece77c5ca2ddc
v6p1i5_0006,train,6,4.845733376468506,0.3169230781495571,571.3616838524251,49.95143083503183,10,8,1.7552947998046867e-09,2787523794.0165253,3844091924.722151,95.57975597396698,87.71892605400001,75.49059819981863,75.7743774956185,0.9383361159137034,0.06166388408551408,7.825372231624406e-13,8.684531782686567e-11,1698,9,b4c10e5c610318400d1d29520962d658a7588d608dfeedef08e7478bd0b20ac0,65eb57133880a9a3d7403c97aebc998d3b2dfbcc9207d5393897a561bd7ceebd
v6p1i5_0007,train,7,7.337020656209614,0.5252659674733877,1277.620306765097,157.9088611266641,6,2,1.1894989013671866e-09,6341013744.27002,8025108115.529754,169.36609695825854,60.11928742397555,46.5449613857734,47.439120849679576,0.9431809185550364,0.056819081434521516,1.0442089505265548e-11,9.374343684050067e-11,1309,22,8ddf0ca7acbb9dc47d7976969000c72b5c9c26409ed5417f400f9f8714e81cc6,e6ff6a67508c695e3d5a909b774da4dc61ab52f0cdf45d7307262270b619a8ca
v6p1i5_0008,train,8,6.328836051004025,0.6648037657141685,666.8313226472409,188.8744619445593,10,3,1.658782958984374e-09,3805558000.239791,5036966558.112079,140.91149903685417,89.76581429551811,72.18004022679936,73.59314699630494,0.8826530628413918,0.11734693718081578,-2.220756179113061e-11,8.223443435789803e-11,1476,11,3b2b9936919dcc0041c297e044fa4429509ab4cf9367de2fd25387b824c18de4,55b71f1a88e4ca00962117a67f1584fb6b19cc0d7b76771662b8f648fcadb950
v6p1i5_0009,valid_iid,9,9.299153313662245,0.48984706588089466,1464.1722107223366,59.84546608453199,6,7,1.1804199218749995e-09,7827180145.726344,10825737151.438786,107.89244229483806,76.24960099874698,58.08328591920745,58.425148096932176,0.9718632299121962,0.02813677009637244,-8.568693510913472e-12,1.0785716886083996e-10,1540,9,29e218b3ac7ded09b28387551adfe706cf1198218b5470c7fa7ce58546ec90c0,db014ec0bb79860b30c8ff760840288931f69dd1898d20b24a61341dbe4a8106
