sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i_0000,valid_iid,0,4.204414140152251,0.33433571737259626,561.1514050581178,83.12582448670726,8,6,1.3988494873046868e-09,3051292372.4603558,4460251294.250868,147.71065515689665,73.66416002820199,62.54952955721925,63.061168724724276,0.9146674627642659,0.0853325372728302,-3.70960958999309e-11,8.168885425666138e-11,1453,10,3d532718d4e555d0a306079caa28d6430c8792b3c6f1b127f71e1a79f23c5800,e25e1bb7fbf902f1b9ac7aa8f2353a9a835604b993141683b6c5cbdf115042a5
v6p1i_0001,train,1,8.598913289873366,0.5558862891048193,942.911441291559,49.388215743286715,5,4,9.869384765624991e-10,8716079450.10984,11590998572.303717,108.02643699327461,106.26178738988659,84.13531303057538,84.3936666619474,0.9599501624733514,0.040049837568013516,-4.1364907475959197e-11,9.943435605041358e-11,1707,19,6c9c95cc1503de3a27562c1b36375928d00a5664c5459dda8b893cbbd454326d,c9fad4386b88f28d5da226862d246336ec0c8e9774f6481352286991f84b805b
v6p1i_0002,train,2,17.38133341050935,0.8408902268856764,1588.621169797651,26.871233095539797,9,4,1.8930816650390612e-09,9257323380.196844,12796515991.067287,149.9702940408101,129.07212569345063,107.18416699330174,107.3153875087072,0.985145337969747,0.014854662036170585,-5.917644761538019e-12,1.1018609201341159e-10,1535,13,b3f97775b15be7876cdc97b9d803dbea6bc9cdd8ca5507624fe48a331ab280c2,1680ca0dd89b0f633c2aaad9eab7acc77b0a7ce0c37a8041937496a947ab918c
v6p1i_0003,train,3,3.0618983952795054,0.04927075933665037,818.9177513533934,142.36936913789316,4,3,5.621337890624996e-10,5490701355.047672,6639596491.765093,183.7129624117405,39.89959868179784,29.691729944903262,30.31188556174108,0.9269087902030478,0.07309120987235233,-7.540021493131002e-11,8.052773482078643e-11,1353,19,c683fa3f5a931a1d89b05c62a5de43d448bba214c7f1b883ddc47878695a0c3e,f9455406d83fcd6eda85edabdbba4e607926b734d2fa4920a50580dbe3624035
v6p1i_0004,train,4,5.476445700406777,0.18066230230033398,1124.495218308473,23.34472351762222,10,3,1.4566040039062491e-09,3730060979.991515,4521222271.194167,62.969432185340075,54.04215628013287,47.14942253516283,47.20129529447189,0.9821058338972127,0.01789416612336549,-2.057821769674113e-11,9.383773965675645e-11,1507,13,4ca5aac02b336c0af772fade85a99fae6daeafa4defb1b5580838cd67e2e9b5c,feed8d3f337b4a2037b532c1d0b20e462e13c5b8c240243b80db4e0fa28f8fbb
v6p1i_0005,valid_iid,5,8.672065226348872,0.9605477256700397,579.8301847433644,166.80372026883268,3,4,7.470703124999998e-10,11581226231.453943,13808464979.57529,93.34158888392714,149.99881914495143,112.58385080543529,115.03909938151708,0.8848972979638073,0.11510270202318704,1.3005565760544961e-11,8.460535042936536e-11,1579,24,83ff668b368ce5007cd3f4665a6c22a54009957e51c3b425d703c533502e6c33,3abd718f267e16cc336b4358a2ea69a70e1825a702f392f7408b45bc33742b10
v6p1i_0006,train,6,8.084447728090659,0.6754827527329326,737.0710780529602,96.98265646194062,7,7,1.4233398437499994e-09,5791189414.380678,7953027564.547041,81.65347170168171,111.50894329343305,92.27200400431627,93.0290711704361,0.9221583176808292,0.07784168231483776,4.332980810953437e-12,9.30391583535926e-11,1566,12,7187dfae345de9b2e87192de5191f4fcc1834c9ca8e17449073b6d5f2e15cb52,045b45cbf2c67e79fed5173fdf22df62a387d9957dfffcfe734ea06ffa1e2375
v6p1i_0007,train,7,9.52048471651879,0.46566622518002987,1238.159838048003,43.112149626436214,6,5,1.0650634765624994e-09,8993332807.004698,11077167480.02489,99.16242331071501,91.71468321363568,73.16447501147016,73.38159861420304,0.9727072498290096,0.02729275015143219,1.9558241696643202e-11,9.638114855967778e-11,1645,13,c3dc2783be1c856de1a6b898533586ba2307b5990c846ae4bda5a8462f35d7ae,ced768e2e1c6c17056ca9420ec75d2deec8fe005fe42b1544e5c7184f440bd20
v6p1i_0008,train,8,5.384041648163034,0.28820763621479273,846.3143978924136,38.89136354891603,3,3,5.267333984374995e-10,10236434677.148397,11368331106.428625,166.48680086905998,73.14059091154962,58.95337232967091,59.09989024144116,0.9642804378188717,0.035719562148019086,3.310921744030793e-11,9.623927229860936e-11,1586,32,804ed043f5fc5709603862bcd6ca3bcb6a7d3e26de0a87f3fbb22209bfc155fe,3bd1f5ee24c175c48099ed5c333f6415957333d0401ec1cc234ccc1db8ad343d
v6p1i_0009,train,9,11.897323622332706,0.5707768835127354,1390.9692769157798,100.1247160308224,10,6,1.8025207519531245e-09,6689929767.926775,8425259431.803812,165.42694777163925,93.7252174808171,73.80872271804915,74.60673791587757,0.958167436787301,0.041832563238858686,-2.6159635817270966e-11,9.587710490891638e-11,1389,8,eff4d311c50f294db33fbaaf0acba6fb9c43c83e701436c8c1049cba3d36afa9,cf230d4adf428e39cd68d57e06333f766adde7c4d56f3b6cb17100107b866901
