layer_id,background_kx_W_mK,background_ky_W_mK,background_kz_W_mK,sampling_latent,distribution,sample_id
pcb_fr4_equivalent,0.6543386256370233,0.6543386256370233,0.2453769846138837,0.049647003412246704,correlated_log_uniform_axes,v6p1i7_0000
bt_substrate_with_vias,0.231039135373522,0.231039135373522,0.5660458816651289,0.8232666729018092,correlated_log_uniform_axes,v6p1i7_0000
silicon_interposer_tsv_0p1,137.4360652640462,137.4360652640462,140.34207614138722,0.5812021754682064,correlated_linear_axes,v6p1i7_0000
bump_underfill_under_interposer,0.5231711155480971,0.5231711155480971,4.272564110309459,0.1929755238816142,correlated_log_uniform_axes,v6p1i7_0000
silicon_die_lower,123.6575735732913,123.6575735732913,123.6575735732913,0.47315147146582603,isotropic_linear,v6p1i7_0000
tim_between_dies,4.004615655496585,4.004615655496585,4.004615655496585,0.6372511554509401,isotropic_log_uniform,v6p1i7_0000
silicon_die_upper,129.20348150655627,129.20348150655627,129.20348150655627,0.5840696301311255,isotropic_linear,v6p1i7_0000
tim_to_spreader,5.437559664477623,5.437559664477623,5.437559664477623,0.8140902034938335,isotropic_log_uniform,v6p1i7_0000
spreader,396.66248256340623,396.66248256340623,396.66248256340623,0.7774988375604153,isotropic_linear,v6p1i7_0000
pcb_fr4_equivalent,0.9434425091679015,0.9434425091679015,0.35379094093796304,0.8695461973547935,correlated_log_uniform_axes,v6p1i7_0001
bt_substrate_with_vias,0.17356031964623125,0.17356031964623125,0.4252227831332666,0.18228487204760313,correlated_log_uniform_axes,v6p1i7_0001
silicon_interposer_tsv_0p1,123.79811882972717,123.79811882972717,124.4311386346817,0.12660396099090576,correlated_linear_axes,v6p1i7_0001
bump_underfill_under_interposer,0.699123921309639,0.699123921309639,5.709512024028718,0.8426008820533752,correlated_log_uniform_axes,v6p1i7_0001
silicon_die_lower,127.28716847486794,127.28716847486794,127.28716847486794,0.5457433694973588,isotropic_linear,v6p1i7_0001
tim_between_dies,1.8026730383848013,1.8026730383848013,1.8026730383848013,0.17580355517566204,isotropic_log_uniform,v6p1i7_0001
silicon_die_upper,123.98877921514213,123.98877921514213,123.98877921514213,0.4797755843028426,isotropic_linear,v6p1i7_0001
tim_to_spreader,1.4683135802191392,1.4683135802191392,1.4683135802191392,0.05719731654971838,isotropic_log_uniform,v6p1i7_0001
spreader,390.2222575293854,390.2222575293854,390.2222575293854,0.34815050195902586,isotropic_linear,v6p1i7_0001
pcb_fr4_equivalent,0.878934393652427,0.878934393652427,0.3296003976196601,0.7108475221320987,correlated_log_uniform_axes,v6p1i7_0002
bt_substrate_with_vias,0.21167433326375545,0.21167433326375545,0.5186021164962008,0.6271189842373133,correlated_log_uniform_axes,v6p1i7_0002
silicon_interposer_tsv_0p1,145.7129494752735,145.7129494752735,149.99844105448574,0.8570983158424497,correlated_linear_axes,v6p1i7_0002
bump_underfill_under_interposer,0.5522130612846863,0.5522130612846863,4.509740000491604,0.31403069384396076,correlated_log_uniform_axes,v6p1i7_0002
silicon_die_lower,137.84363493323326,137.84363493323326,137.84363493323326,0.7568726986646652,isotropic_linear,v6p1i7_0002
tim_between_dies,2.8993166430355237,2.8993166430355237,2.8993166430355237,0.45053204521536827,isotropic_log_uniform,v6p1i7_0002
silicon_die_upper,145.37167460657656,145.37167460657656,145.37167460657656,0.9074334921315312,isotropic_linear,v6p1i7_0002
tim_to_spreader,2.312048357651995,2.312048357651995,2.312048357651995,0.3196781100705266,isotropic_log_uniform,v6p1i7_0002
spreader,386.77346643060446,386.77346643060446,386.77346643060446,0.11823109537363052,isotropic_linear,v6p1i7_0002
pcb_fr4_equivalent,0.7669951381344091,0.7669951381344091,0.28762317680040334,0.4055960504338145,correlated_log_uniform_axes,v6p1i7_0003
bt_substrate_with_vias,0.18812257916437225,0.18812257916437225,0.46090031895271205,0.3628156650811434,correlated_log_uniform_axes,v6p1i7_0003
silicon_interposer_tsv_0p1,133.10050944797695,133.10050944797695,135.28392768930644,0.4366836482658982,correlated_linear_axes,v6p1i7_0003
bump_underfill_under_interposer,0.6600458229193753,0.6600458229193753,5.390374220508231,0.7137180427089334,correlated_log_uniform_axes,v6p1i7_0003
silicon_die_lower,110.02791770733893,110.02791770733893,110.02791770733893,0.20055835414677858,isotropic_linear,v6p1i7_0003
tim_between_dies,7.372334118666976,7.372334118666976,7.372334118666976,0.9900743365287781,isotropic_log_uniform,v6p1i7_0003
silicon_die_upper,101.38743948191404,101.38743948191404,101.38743948191404,0.02774878963828087,isotropic_linear,v6p1i7_0003
tim_to_spreader,3.497615862376655,3.497615862376655,3.497615862376655,0.5589923989027739,isotropic_log_uniform,v6p1i7_0003
spreader,392.52521409187466,392.52521409187466,392.52521409187466,0.5016809394583106,isotropic_linear,v6p1i7_0003
pcb_fr4_equivalent,0.7552319892391981,0.7552319892391981,0.28321199596469926,0.3709647785872221,correlated_log_uniform_axes,v6p1i7_0004
