sample_id,split_role,sobol_index,package_total_power_W,continuous_severity,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i14_0000,valid_iid,0,9.525557650967883,0.3385691698640585,1465.2056602952473,103.69266439797725,4,7,7.603454589843744e-10,12256890417.083944,15110807858.751436,49.75446517677727,85.61562172383543,56.770344046013285,57.33919232252745,0.957977689546942,0.04202231044860493,4.453126494084908e-12,1.047551196571436e-10,1582,12,eb48df55be53736438dd970a9d3d4383f32678eb25aaf7d67870a00ffaf73ac7,b3e125caac4731798fab23ccacbd0cb65e32306a677529601fb20fb1c1993971
v6p1i14_0001,train,1,7.9275454120006,0.5086875343695283,576.5799300582859,45.69354836788395,8,7,1.2161254882812492e-09,6492819227.359874,8021699565.694986,199.1753787561781,138.65374502129998,122.41357281330046,122.83340665968922,0.943712157080613,0.056287842935988854,-1.6601817986525004e-11,8.283100597668476e-11,1434,10,058c9719355e25579fba3ed0ebe1026e2ed4545a2e4753c8b84e24f8dbbf6572,26f1d50ee294e39e89757f79640bcf14e0cfcadd109ebcf14184a0f61402a0e7
v6p1i14_0002,valid_iid,2,4.937734407178894,0.9752343436703086,704.8727701102753,32.84765715452736,6,7,1.148757934570312e-09,4377461761.244872,6180525656.9298525,135.96721977535645,76.10799733400819,64.53449332561615,64.69499709457918,0.9637300087968306,0.036269991203914345,-7.449102315498201e-13,8.476037008178343e-11,1491,7,61833fb37b583a676155e998962c72308208a345ca3f514dd951814817701f00,b0d3d59380b1864256923ce9af6c09c3a4c590a1c7459a794b827b1c58236abd
v6p1i14_0003,train,3,5.319638619873805,0.17672476172447205,1155.7280591997892,142.12641462180946,10,5,1.8250274658203113e-09,2921017289.905903,3902185769.7468915,156.5099364575532,51.1868449185846,38.67860321147283,39.25986431777627,0.9379758544552148,0.06202414560180237,-5.70172061675392e-11,1.0026344079597455e-10,1609,14,9cf21f0afa87970b542eae4fd17bb27365b1785ee591f7a7787a8142cea8218b,66537ebe48bfb6be13cc0caec1e3d96fbbd6a76978b02b642f498e5ddae23193
v6p1i14_0004,train,4,2.2127995913789196,0.106667953543365,638.731851193665,20.733935458800065,7,7,1.145248413085937e-09,1993089398.4351294,2624754289.377625,50.39992160993716,36.99216650278464,32.83876777091083,32.86681596576974,0.9720781437401794,0.027921856313329253,-5.3508665570052485e-11,8.726939948531986e-11,1639,8,372fdb74359b176158d557005622b31fbaae3e80e33841ca574b2dc9b589a5b1,8f8ecf7857eb517166dbd297f517fcf942be6245197ec6f06a68c65a98b322e2
v6p1i14_0005,train,5,11.264255142305636,0.8119463883340359,1229.889165678871,162.88731105690104,3,7,6.939697265624996e-10,16522499746.108809,22525689189.502396,135.7548553922193,121.195333295708,76.55844430585267,78.01613024270662,0.9398416657334301,0.060158334279842275,-1.3272344659855798e-11,1.0557280571991014e-10,1649,12,2f2fecb293c495a9cd2fd65516add57a73c5061216480729a7527f16412c5174,ee3a8750200d1ed95771f6344e996cfc7d99af1eb179ea2f82e6b3b03b82e931
v6p1i14_0006,train,6,7.503100741439371,0.7042557243257761,974.2505007195481,66.67593709602068,9,2,1.5885925292968742e-09,4703881216.132854,5419474711.185074,162.669187783163,82.70778329333928,68.3380089128977,68.82898328259817,0.9567870521082278,0.04321294788707793,4.6942434309187325e-12,8.573173611823379e-11,1493,12,2ee3bcf4cc40c245bcbe94ee322bf9b5d6c181c9b13053f325c8dd0c19c5a37b,445266974745192bf3e557df42f3cb029d3d0c2503f3f26501f537bdc16fdd35
v6p1i14_0007,train,7,9.636585262001592,0.3784062163904309,777.5321213958264,51.40365423710868,5,8,7.402038574218747e-10,13341435897.347532,19422152846.24585,67.58278661335643,133.56847168860855,111.36715810087087,111.70635057009775,0.95110599174314,0.04889400826738653,-1.0526604589748451e-11,9.323727610074974e-11,1480,9,77a9684e35560fabb11cce2568ede1e1f0d88c4fd7210ec3b225bc30855292de,6b6aea6080ba841f196d474493e734964d929942f480a92bdb4dad1d5772acb4
v6p1i14_0008,valid_iid,8,7.302550645265226,0.3064139438793063,1082.4141729612475,61.510770284560245,9,4,1.7016601562499992e-09,4265690518.4381843,5551004371.865292,175.6050190001115,75.57231840276222,60.59661187844115,60.91325538737021,0.9601846732075394,0.03981532679899438,-6.53382053021302e-12,8.783362623787026e-11,1474,12,e958b438c1a6f90376d905871ed9abcca10cf028fe742c0477b385fa21cbf7fc,e87bc39869ebbb01ee553204e12ba7c4ace7ccfec1f2881dd83a9e30053f5c9c
v6p1i14_0009,train,9,5.697282517542462,0.6050417609512806,752.6017310056213,74.2048223519163,5,7,1.071853637695312e-09,5232043655.871993,7151886230.589139,106.6235060353127,81.900399657398,65.66033883914265,66.17953198004604,0.940219724627811,0.05978027536002175,1.2167222706281897e-11,9.153279197302467e-11,1632,11,2027ce7428edf687765baeff821da6f87c0b79c89053af7b0de42d1467a286da,7fb96aa8978a0211967a0db2355f6e2ad6218c6333a98ed4124720feede7428f
