layer_id,background_kx_W_mK,background_ky_W_mK,background_kz_W_mK,sampling_latent,distribution,sample_id
pcb_fr4_equivalent,0.7198477061213993,0.7198477061213993,0.2699428897955247,0.26344362925738096,correlated_log_uniform_axes,v6p1i_0000
bt_substrate_with_vias,0.24041446285285842,0.24041446285285842,0.5890154339895032,0.9123959550634027,correlated_log_uniform_axes,v6p1i_0000
silicon_interposer_tsv_0p1,133.03319754078984,133.03319754078984,135.20539713092148,0.4344399180263281,correlated_linear_axes,v6p1i_0000
bump_underfill_under_interposer,0.5337731447156766,0.5337731447156766,4.3591473485113585,0.237929399125278,correlated_log_uniform_axes,v6p1i_0000
silicon_die_lower,111.68885142542422,111.68885142542422,111.68885142542422,0.23377702850848436,isotropic_linear,v6p1i_0000
tim_between_dies,4.163023100640726,4.163023100640726,4.163023100640726,0.6596789564937353,isotropic_log_uniform,v6p1i_0000
silicon_die_upper,140.20953699946404,140.20953699946404,140.20953699946404,0.8041907399892807,isotropic_linear,v6p1i_0000
tim_to_spreader,4.45398094162643,4.45398094162643,4.45398094162643,0.6987353432923555,isotropic_log_uniform,v6p1i_0000
spreader,392.27563719730824,392.27563719730824,392.27563719730824,0.4850424798205495,isotropic_linear,v6p1i_0000
pcb_fr4_equivalent,0.9994277585581199,0.9994277585581199,0.37478540945929495,0.9987174058333039,correlated_log_uniform_axes,v6p1i_0001
bt_substrate_with_vias,0.184707826451788,0.184707826451788,0.4525341748068806,0.3217692021280527,correlated_log_uniform_axes,v6p1i_0001
silicon_interposer_tsv_0p1,144.03955458663404,144.03955458663404,148.0461470177397,0.8013184862211347,correlated_linear_axes,v6p1i_0001
bump_underfill_under_interposer,0.7310364768707841,0.7310364768707841,5.970131227778069,0.9426157558336854,correlated_log_uniform_axes,v6p1i_0001
silicon_die_lower,146.84749832376838,146.84749832376838,146.84749832376838,0.9369499664753675,isotropic_linear,v6p1i_0001
tim_between_dies,1.6417553510097527,1.6417553510097527,1.6417553510097527,0.12174604367464781,isotropic_log_uniform,v6p1i_0001
silicon_die_upper,124.42052909173071,124.42052909173071,124.42052909173071,0.4884105818346143,isotropic_linear,v6p1i_0001
