sample_id,split_role,family,block_index,layer,k_x_W_mK,k_y_W_mK,k_z_W_mK,control_volume_count,source_power_W,power_fraction,source_volume_m3,surface_power_density_W_cm2,q_W_m3
v6p1i10_0000,test_iid,k,0,silicon_die_lower,47.063291776209695,47.063291776209695,47.063291776209695,384,,,,,
v6p1i10_0000,test_iid,k,1,silicon_die_upper,135.48931446634253,135.48931446634253,135.48931446634253,640,,,,,
v6p1i10_0000,test_iid,k,2,silicon_die_upper,185.9735121580497,185.9735121580497,185.9735121580497,616,,,,,
v6p1i10_0000,test_iid,k,3,silicon_die_upper,256.7109202069501,256.7109202069501,256.7109202069501,336,,,,,
v6p1i10_0000,test_iid,k,4,silicon_die_lower,374.86551613499387,374.86551613499387,374.86551613499387,448,,,,,
v6p1i10_0000,test_iid,q,0,silicon_die_lower,,,,576,0.7229485025591396,0.11538348756033256,2.636718749999999e-10,40.99384420029076,2741849135.6317005
v6p1i10_0000,test_iid,q,1,silicon_die_upper,,,,320,0.8670948682852514,0.13838942828467263,1.4343261718749995e-10,76.36149996221378,6045311626.376836
v6p1i10_0000,test_iid,q,2,silicon_die_upper,,,,384,0.7972916266610666,0.1272487433906526,1.7211914062499985e-10,74.92286202631533,4632207805.395364
v6p1i10_0000,test_iid,q,3,silicon_die_lower,,,,392,0.6826451643940752,0.1089510242502254,1.7944335937499983e-10,54.47211406649672,3804237541.9838567
v6p1i10_0000,test_iid,q,4,silicon_die_upper,,,,336,0.4077736467382503,0.06508118535317871,1.5060424804687495e-10,44.29834233733054,2707583962.7799373
v6p1i10_0000,test_iid,q,5,silicon_die_upper,,,,448,0.5444070111815797,0.08688804165174839,2.0080566406249989e-10,42.06798807695262,2711113821.033133
v6p1i10_0000,test_iid,q,6,silicon_die_lower,,,,512,0.9602883752333483,0.15326322885495583,2.343749999999999e-10,74.58761839737925,4097230400.9956217
v6p1i10_0000,test_iid,q,7,silicon_die_lower,,,,432,0.8206716614478103,0.13098022626035494,1.9775390625000002e-10,66.35705288764616,4149964352.2101617
v6p1i10_0000,test_iid,q,8,silicon_die_upper,,,,392,0.462494075455135,0.07381463439387886,1.7570495605468738e-10,39.921214085001886,2632219863.571667
v6p1i10_0001,train,k,0,silicon_die_upper,71.8974050364311,71.8974050364311,71.8974050364311,432,,,,,
v6p1i10_0001,train,k,1,silicon_die_upper,337.79721354335567,337.79721354335567,337.79721354335567,672,,,,,
v6p1i10_0001,train,k,2,silicon_die_upper,160.0004629627217,160.0004629627217,160.0004629627217,448,,,,,
v6p1i10_0001,train,k,3,silicon_die_lower,113.80188186707164,113.80188186707164,113.80188186707164,392,,,,,
v6p1i10_0001,train,k,4,silicon_die_upper,27.847278162614803,27.847278162614803,27.847278162614803,880,,,,,
v6p1i10_0001,train,q,0,silicon_die_upper,,,,336,2.357387394514646,0.25480666410713465,1.5060424804687482e-10,209.00211588416462,15652861224.611147
v6p1i10_0001,train,q,1,silicon_die_lower,,,,320,1.3823504327482643,0.14941630010207083,1.4648437500000005e-10,131.10588385318525,9436845620.894815
v6p1i10_0001,train,q,2,silicon_die_upper,,,,432,2.668990000558149,0.28848734839253687,1.9363403320312477e-10,217.5988665515912,13783682322.81947
v6p1i10_0001,train,q,3,silicon_die_upper,,,,448,1.527271043744403,0.16508056365680854,2.0080566406249989e-10,113.49232165898503,7605716954.622587
v6p1i10_0001,train,q,4,silicon_die_lower,,,,336,1.3156720090810163,0.1422091237414491,1.5380859374999997e-10,134.53135044924417,8553956427.294991
v6p1i10_0002,train,k,0,silicon_die_lower,328.0968729135539,328.0968729135539,328.0968729135539,704,,,,,
v6p1i10_0002,train,k,1,silicon_die_lower,59.16119242916051,59.16119242916051,59.16119242916051,432,,,,,
v6p1i10_0002,train,k,2,silicon_die_lower,81.63382966740957,81.63382966740957,81.63382966740957,648,,,,,
v6p1i10_0002,train,k,3,silicon_die_upper,268.6326696944322,268.6326696944322,268.6326696944322,704,,,,,
v6p1i10_0002,train,q,0,silicon_die_lower,,,,384,0.7133287143971037,0.1318418716720963,1.7578125000000002e-10,61.480508219593915,4058047797.459078
v6p1i10_0002,train,q,1,silicon_die_upper,,,,392,0.768831875726833,0.14210031287281905,1.7570495605468736e-10,69.98747849908767,4375698289.850957
v6p1i10_0002,train,q,2,silicon_die_upper,,,,392,0.8360931741888328,0.15453196647282944,1.7570495605468736e-10,74.19253448354054,4758506492.717272
v6p1i10_0002,train,q,3,silicon_die_lower,,,,512,0.7453949496010589,0.13776855369321794,2.343749999999998e-10,44.63630576225438,3180351784.9645205
v6p1i10_0002,train,q,4,silicon_die_lower,,,,280,0.542207920369701,0.10021425692556782,1.2817382812500001e-10,60.304320966850945,4230254555.874848
v6p1i10_0002,train,q,5,silicon_die_upper,,,,432,0.8080513870786852,0.14934910810330895,1.9363403320312475e-10,66.78893867373117,4173085555.8383594
v6p1i10_0002,train,q,6,silicon_die_upper,,,,384,0.5813183095431584,0.10744288351297616,1.7211914062499985e-10,48.74606584153789,3377418150.19685
v6p1i10_0002,train,q,7,silicon_die_upper,,,,240,0.41526052998524254,0.07675104674718439,1.0757446289062487e-10,50.2571981024496,3860214764.9805512
v6p1i10_0003,train,k,0,silicon_die_lower,30.201019376678108,30.201019376678108,30.201019376678108,448,,,,,
v6p1i10_0003,train,k,1,silicon_die_upper,44.93796664298874,44.93796664298874,44.93796664298874,792,,,,,
v6p1i10_0003,train,k,2,silicon_die_lower,176.06743488543938,176.06743488543938,176.06743488543938,704,,,,,
v6p1i10_0003,train,q,0,silicon_die_upper,,,,384,1.4570802670934293,0.21886266858955453,1.7211914062499985e-10,138.0638083302402,8465533012.786797
v6p1i10_0003,train,q,1,silicon_die_lower,,,,448,2.1459205840466957,0.32233083942766766,2.05078125e-10,150.57593425519735,10463917514.589602
v6p1i10_0003,train,q,2,silicon_die_lower,,,,504,2.0510237352359013,0.3080767327456106,2.3071289062499978e-10,135.7014800810735,8889939914.842604
v6p1i10_0003,train,q,3,silicon_die_upper,,,,336,1.0034847846075376,0.1507297592371673,1.5060424804687493e-10,102.98499155128586,6663057633.641298
v6p1i10_0004,train,k,0,silicon_die_upper,167.61203110294275,167.61203110294275,167.61203110294275,720,,,,,
v6p1i10_0004,train,k,1,silicon_die_lower,24.834717908328283,24.834717908328283,24.834717908328283,480,,,,,
v6p1i10_0004,train,q,0,silicon_die_upper,,,,320,1.4633552055662817,0.14965906641703783,1.4343261718749976e-10,142.9790869679474,10202387952.339575
v6p1i10_0004,train,q,1,silicon_die_upper,,,,384,1.9392867074031805,0.19833314361472393,1.7211914062499988e-10,161.57368051238933,11267118231.948132
v6p1i10_0004,train,q,2,silicon_die_upper,,,,280,1.3173937043843502,0.13473141117883886,1.2550354003906253e-10,165.35974851315646,10496864900.976627
v6p1i10_0004,train,q,3,silicon_die_lower,,,,320,1.8637230942200038,0.1906051635856262,1.464843749999999e-10,182.9141906229899,12723016323.208569
v6p1i10_0004,train,q,4,silicon_die_lower,,,,336,1.9800970031431104,0.2025068607938538,1.5380859374999997e-10,166.69758064425264,12873773531.54632
v6p1i10_0004,train,q,5,silicon_die_upper,,,,336,1.2140698102794463,0.12416435440991933,1.5060424804687488e-10,122.53016125794875,8061325135.407685
v6p1i10_0005,train,k,0,silicon_die_lower,33.59624535130292,33.59624535130292,33.59624535130292,720,,,,,
v6p1i10_0005,train,k,1,silicon_die_upper,123.35081277833726,123.35081277833726,123.35081277833726,576,,,,,
v6p1i10_0005,train,k,2,silicon_die_lower,96.40409085149541,96.40409085149541,96.40409085149541,720,,,,,
v6p1i10_0005,train,k,3,silicon_die_lower,89.29442254762436,89.29442254762436,89.29442254762436,640,,,,,
v6p1i10_0005,train,k,4,silicon_die_upper,168.82432756891268,168.82432756891268,168.82432756891268,648,,,,,
v6p1i10_0005,train,k,5,silicon_die_lower,134.65018767713815,134.65018767713815,134.65018767713815,880,,,,,
v6p1i10_0005,train,k,6,silicon_die_upper,22.885517838119426,22.885517838119426,22.885517838119426,720,,,,,
v6p1i10_0005,train,q,0,silicon_die_lower,,,,336,0.25385056085885205,0.06934985085048288,1.5380859375e-10,26.494620281402756,1650431582.980727
v6p1i10_0005,train,q,1,silicon_die_lower,,,,360,0.3013839095882411,0.08233556430982805,1.6479492187499987e-10,23.93645465090212,1828842212.8495355
v6p1i10_0005,train,q,2,silicon_die_lower,,,,392,0.5921713388294894,0.16177625878317534,1.7944335937500012e-10,44.33788312449926,3300045991.626649
v6p1i10_0005,train,q,3,silicon_die_upper,,,,360,0.3852240734106326,0.10523999610108109,1.613616943359374e-10,34.47675182745067,2387332848.7034736
v6p1i10_0005,train,q,4,silicon_die_lower,,,,240,0.2861255381714199,0.07816710480988553,1.0986328124999996e-10,42.831268633548994,2604378231.889192
v6p1i10_0005,train,q,5,silicon_die_lower,,,,384,0.22137752303615219,0.06047848841564272,1.7578125000000002e-10,22.57056605661719,1259392131.05011
v6p1i10_0005,train,q,6,silicon_die_lower,,,,504,0.33634835980297734,0.0918875597801447,2.3071289062499996e-10,21.978309185495984,1457865483.336503
v6p1i10_0005,train,q,7,silicon_die_upper,,,,336,0.281628002140528,0.07693841556893305,1.5060424804687477e-10,29.36730398040588,1869987107.222054
v6p1i10_0005,train,q,8,silicon_die_lower,,,,512,0.3950271165063738,0.10791810551423506,2.343749999999998e-10,26.57440842099549,1685449030.427196
v6p1i10_0005,train,q,9,silicon_die_lower,,,,648,0.6072977061461022,0.16590865586659168,2.9663085937499985e-10,32.1985905364998,2047318028.2917168
v6p1i10_0006,train,k,0,silicon_die_lower,112.1703791598945,112.1703791598945,112.1703791598945,792,,,,,
v6p1i10_0006,train,k,1,silicon_die_lower,281.3692455691465,281.3692455691465,281.3692455691465,1056,,,,,
v6p1i10_0006,train,k,2,silicon_die_upper,38.8669913344474,38.8669913344474,38.8669913344474,336,,,,,
v6p1i10_0006,train,k,3,silicon_die_upper,328.06597727682134,328.06597727682134,328.06597727682134,528,,,,,
v6p1i10_0006,train,k,4,silicon_die_lower,104.30688190042555,104.30688190042555,104.30688190042555,432,,,,,
v6p1i10_0006,train,q,0,silicon_die_upper,,,,288,1.1719037779926291,0.3014892371555549,1.290893554687499e-10,116.63365177385032,9078237115.19208
v6p1i10_0006,train,q,1,silicon_die_upper,,,,280,1.4974952101406775,0.3852523535018844,1.255035400390624e-10,161.91201335024218,11931896181.37137
v6p1i10_0006,train,q,2,silicon_die_lower,,,,384,1.2176511402531325,0.3132584093425608,1.7578124999999997e-10,98.18910222107623,6927082042.328933
v6p1i10_0007,train,k,0,silicon_die_lower,84.63934680151071,84.63934680151071,84.63934680151071,480,,,,,
v6p1i10_0007,train,k,1,silicon_die_upper,21.28332580007902,21.28332580007902,21.28332580007902,384,,,,,
v6p1i10_0007,train,q,0,silicon_die_lower,,,,576,2.968725595602514,0.25107949848332617,2.6367187499999985e-10,164.35801850162065,11259166703.322134
v6p1i10_0007,train,q,1,silicon_die_lower,,,,448,1.7194665972551362,0.1454236159573486,2.0507812499999985e-10,123.79658517397472,8384446645.663147
v6p1i10_0007,train,q,2,silicon_die_upper,,,,384,1.9726680821494667,0.16683809156151755,1.721191406249998e-10,152.04301435351792,11461061651.750673
v6p1i10_0007,train,q,3,silicon_die_upper,,,,448,1.1758177473362454,0.09944460031815842,2.0080566406249989e-10,96.9869060817672,5855500903.451993
v6p1i10_0007,train,q,4,silicon_die_upper,,,,392,1.0104487180821458,0.08545854078092893,1.7570495605468725e-10,91.25688683402271,5750826503.537264
v6p1i10_0007,train,q,5,silicon_die_upper,,,,336,0.9911208961626193,0.0838238932939675,1.5060424804687472e-10,120.25361956878923,6580962416.505931
v6p1i10_0007,train,q,6,silicon_die_upper,,,,448,1.9855994458516306,0.16793175960475273,2.0080566406249973e-10,133.68056851003823,9888164535.207647
v6p1i10_0008,train,k,0,silicon_die_lower,109.69717014553441,109.69717014553441,109.69717014553441,480,,,,,
v6p1i10_0008,train,k,1,silicon_die_lower,20.317388249694606,20.317388249694606,20.317388249694606,576,,,,,
v6p1i10_0008,train,k,2,silicon_die_lower,341.54813974670157,341.54813974670157,341.54813974670157,480,,,,,
v6p1i10_0008,train,k,3,silicon_die_lower,265.69868679190046,265.69868679190046,265.69868679190046,432,,,,,
v6p1i10_0008,train,k,4,silicon_die_lower,258.99219460583606,258.99219460583606,258.99219460583606,792,,,,,
v6p1i10_0008,train,k,5,silicon_die_upper,33.31966371700038,33.31966371700038,33.31966371700038,880,,,,,
