sample_id,split_role,family,block_index,layer,k_x_W_mK,k_y_W_mK,k_z_W_mK,control_volume_count,source_power_W,power_fraction,source_volume_m3,surface_power_density_W_cm2,q_W_m3
v6p1i9_0000,test_iid,k,0,silicon_die_lower,203.46107915587208,203.46107915587208,203.46107915587208,616,,,,,
v6p1i9_0000,test_iid,k,1,silicon_die_upper,30.986617796537185,30.986617796537185,30.986617796537185,640,,,,,
v6p1i9_0000,test_iid,k,2,silicon_die_upper,199.11941902537978,199.11941902537978,199.11941902537978,384,,,,,
v6p1i9_0000,test_iid,q,0,silicon_die_upper,,,,280,0.3446722954120912,0.09167972823256092,1.255035400390624e-10,38.2621754556682,2746315325.4865446
v6p1i9_0000,test_iid,q,1,silicon_die_upper,,,,448,0.47842204707992864,0.12725595831342423,2.0080566406249976e-10,37.29303881499258,2382512711.05093
v6p1i9_0000,test_iid,q,2,silicon_die_upper,,,,336,0.3326903871050929,0.08849264847037781,1.5060424804687488e-10,37.18013750020586,2209037204.59163
v6p1i9_0000,test_iid,q,3,silicon_die_upper,,,,576,0.7076239054355548,0.1882215896221963,2.581787109374998e-10,42.89157726390442,2740829802.991995
v6p1i9_0000,test_iid,q,4,silicon_die_lower,,,,448,0.48424884481000907,0.12880583406343538,2.05078125e-10,35.13452214823997,2361289605.168806
v6p1i9_0000,test_iid,q,5,silicon_die_upper,,,,448,0.48961758286659246,0.13023387006322726,2.0080566406249989e-10,38.043490919320455,2438265798.6888313
v6p1i9_0000,test_iid,q,6,silicon_die_lower,,,,240,0.5373210209498657,0.1429225552214132,1.0986328125000006e-10,67.55171351881282,4890815337.356997
v6p1i9_0000,test_iid,q,7,silicon_die_upper,,,,384,0.3849296267331618,0.10238781601336501,1.7211914062499964e-10,35.13170395289905,2236413831.3461475
v6p1i9_0001,train,k,0,silicon_die_upper,315.82861265559575,315.82861265559575,315.82861265559575,448,,,,,
v6p1i9_0001,train,k,1,silicon_die_lower,298.26029911785116,298.26029911785116,298.26029911785116,704,,,,,
v6p1i9_0001,train,k,2,silicon_die_lower,223.15647319561091,223.15647319561091,223.15647319561091,648,,,,,
